motion,motion_model,policy,f1,precision,recall,occluded_keep,stale_clear_absence,external_stale_absence,clear_missing,survival,deletion_events,stale_duration,cert_precision,cert_recall,id_switches,reappear_error,seed
robot_contact,correct,long_memory,0.9327637488987947,0.9249638850210625,0.9408966741137251,0.8384064142237065,0.49790593312079356,0.0,0.0012972319993633302,1.0,6.555555555555556,101.77777777777777,0.8291778515245816,0.9924543238887752,0.0,0.0,1.0
robot_contact,wrong,cert_hazard,0.956796783536274,0.9622450697518583,0.9517536685556598,0.8624708247770423,0.24001526692568498,0.0,0.0007190285542928735,1.0,3.7777777777777772,49.0,0.8118340047770826,0.9911695644618623,0.0,0.5385930774244004,1.0
robot_contact,wrong,certificate,0.956796783536274,0.9622450697518583,0.9517536685556598,0.8624708247770423,0.24001526692568498,0.0,0.0007190285542928735,1.0,3.7777777777777772,49.0,0.8118340047770826,0.9911695644618623,0.0,0.5385930774244004,1.0
robot_contact,wrong,long_memory,0.9381253735344908,0.930225144731053,0.9467888696371906,0.8483108577841102,0.4817630629920599,0.0,0.0007190285542928735,1.0,4.777777777777778,93.66666666666667,0.8118340047770826,0.9911695644618623,0.0,0.5385930774244004,1.0
static,correct,cert_hazard,0.960696306975616,0.9660537159171879,0.9562584715706777,0.8826003869488516,0.18111339151561856,0.0,0.0006364918918383046,1.0,4.222222222222222,43.666666666666664,0.8200796299663106,0.9934180460179581,0.0,0.0,1.0
static,correct,certificate,0.960696306975616,0.9660537159171879,0.9562584715706777,0.8826003869488516,0.18111339151561856,0.0,0.0006364918918383046,1.0,4.222222222222222,43.666666666666664,0.8200796299663106,0.9934180460179581,0.0,0.0,1.0
static,correct,long_memory,0.9316380451173268,0.917800883287363,0.947500857915303,0.8586697292017481,0.4392527919738068,0.0,0.0006364918918383046,1.0,5.888888888888888,109.77777777777779,0.8200796299663106,0.9934180460179581,0.0,0.0,1.0
static,wrong,cert_hazard,0.9743282284903936,0.9832556671420103,0.9656361400989185,0.9012805989429163,0.10417005103218409,0.0,0.0007539883836801447,1.0,4.222222222222222,21.666666666666668,0.82768196053086,0.9936486556591331,0.0,4.750195194898929e-16,1.0
static,wrong,certificate,0.9743282284903936,0.9832556671420103,0.9656361400989185,0.9012805989429163,0.10417005103218409,0.0,0.0007539883836801447,1.0,4.222222222222222,21.666666666666668,0.82768196053086,0.9936486556591331,0.0,4.750195194898929e-16,1.0
static,wrong,long_memory,0.9422682796017648,0.9262261709489447,0.9594072099093199,0.883369383988719,0.4804144151302534,0.0,0.0008864211740390375,0.9953703703703703,5.4444444444444455,101.33333333333333,0.82768196053086,0.9936486556591331,0.0,4.750195194898929e-16,1.0
