episode,policy,ttl,width_deg,speed,detection_prob,certificate_noise,tp,fp,fn,tn,precision,recall,f1,occluded_keep_rate,stale_clear_absence_rate,clear_exists_missing_rate,occlusion_survival_rate,deletion_events
265,certificate,3,18.0,1.0,0.96,1.25,1947,12,4,277,0.9938744257274119,0.9979497693490518,0.9959079283887468,0.9894736842105263,0.04152249134948097,0.0006002400960384153,1.0,4
266,certificate,3,18.0,1.0,0.96,1.25,2082,16,6,136,0.9923736892278361,0.9971264367816092,0.9947443860487339,0.983957219251337,0.10526315789473684,0.0,1.0,4
267,certificate,3,18.0,1.0,0.96,1.25,1856,23,24,337,0.9877594465141033,0.9872340425531915,0.9874966746475128,0.9228295819935691,0.06388888888888888,0.0,1.0,5
268,certificate,3,18.0,1.0,0.96,1.25,2122,11,33,74,0.9948429442100328,0.9846867749419954,0.9897388059701493,0.9191374663072777,0.12941176470588237,0.0016816143497757848,1.0,2
269,certificate,3,18.0,1.0,0.96,1.25,1730,38,18,454,0.9785067873303167,0.9897025171624714,0.9840728100113765,0.9479768786127167,0.07723577235772358,0.0,1.0,7
270,certificate,3,18.0,1.0,0.96,1.25,1823,41,12,364,0.9780042918454935,0.9934604904632153,0.9856718031900513,0.965625,0.10123456790123457,0.0006600660066006601,1.0,6
271,certificate,3,18.0,1.0,0.96,1.25,1881,26,25,308,0.9863660199265862,0.9868835257082896,0.9866247049567269,0.9293785310734464,0.07784431137724551,0.0,1.0,5
272,certificate,3,18.0,1.0,0.96,1.25,2026,12,14,188,0.9941118743866536,0.9931372549019608,0.9936243256498284,0.9577039274924471,0.06,0.0,1.0,4
273,certificate,3,18.0,1.0,0.96,1.25,1939,48,11,242,0.9758429793658782,0.9943589743589744,0.98501397002794,0.975609756097561,0.16551724137931034,0.0024052916416115455,1.0,4
274,certificate,3,18.0,1.0,0.96,1.25,1945,21,17,257,0.9893184130213631,0.991335372069317,0.9903258655804479,0.9517045454545454,0.07553956834532374,0.0,1.0,5
275,certificate,3,18.0,1.0,0.96,1.25,1966,22,70,182,0.9889336016096579,0.9656188605108055,0.9771371769383699,0.8145161290322581,0.10784313725490197,0.0006009615384615385,1.0,4
276,certificate,3,18.0,1.0,0.96,1.25,1966,9,20,245,0.9954430379746836,0.9899295065458208,0.9926786165109821,0.9444444444444444,0.03543307086614173,0.0006082725060827251,1.0,3
277,certificate,3,18.0,1.0,0.96,1.25,1956,17,22,245,0.9913836796756209,0.9888776541961577,0.9901290812452543,0.9315960912052117,0.0648854961832061,0.0005984440454817474,1.0,5
278,certificate,3,18.0,1.0,0.96,1.25,1920,24,21,275,0.9876543209876543,0.9891808346213292,0.9884169884169884,0.9453551912568307,0.0802675585284281,0.0006349206349206349,1.0,5
279,certificate,3,18.0,1.0,0.96,1.25,1884,43,26,287,0.9776855215360665,0.9863874345549738,0.9820172009382329,0.9163879598662207,0.1303030303030303,0.0006207324643078833,1.0,5
280,certificate,3,18.0,1.0,0.96,1.25,1874,18,33,315,0.9904862579281184,0.9826953329837441,0.9865754145827851,0.9023668639053254,0.05405405405405406,0.0,1.0,6
281,certificate,3,18.0,1.0,0.96,1.25,1936,53,2,249,0.9733534439416792,0.9989680082559339,0.9859943977591036,0.9935691318327974,0.17549668874172186,0.0,1.0,5
282,certificate,3,18.0,1.0,0.96,1.25,1933,35,16,256,0.9822154471544715,0.9917906618778861,0.9869798315037019,0.9611307420494699,0.12027491408934708,0.003001200480192077,1.0,6
283,certificate,3,18.0,1.0,0.96,1.25,1808,26,21,385,0.9858233369683751,0.9885183160196829,0.9871689871689872,0.9341692789968652,0.06326034063260341,0.0,1.0,7
284,certificate,3,18.0,1.0,0.96,1.25,1738,39,15,448,0.9780528981429375,0.9914432401597262,0.9847025495750709,0.954983922829582,0.08008213552361396,0.0006934812760055479,1.0,7
285,certificate,3,18.0,1.0,0.96,1.25,1942,11,14,273,0.9943676395289298,0.9928425357873211,0.9936045024302891,0.959375,0.03873239436619718,0.0006112469437652812,1.0,4
286,certificate,3,18.0,1.0,0.96,1.25,1925,33,9,273,0.9831460674157303,0.9953464322647363,0.9892086330935251,0.972972972972973,0.10784313725490197,0.0,1.0,5
287,certificate,3,18.0,1.0,0.96,1.25,2069,28,18,125,0.9866475917978064,0.9913751796837565,0.9890057361376673,0.9482758620689655,0.1830065359477124,0.0,1.0,4
288,certificate,3,18.0,1.0,0.96,1.25,1834,63,10,333,0.966789667896679,0.9945770065075922,0.9804865009355789,0.9676375404530745,0.1590909090909091,0.0,1.0,6
289,certificate,3,18.0,1.0,0.96,1.25,2126,5,24,85,0.997653683716565,0.9888372093023255,0.993225881803317,0.9355742296918768,0.05555555555555555,0.0005577244841048522,1.0,2
290,certificate,3,18.0,1.0,0.96,1.25,1970,9,1,260,0.9954522486104093,0.9994926433282597,0.9974683544303796,1.0,0.03345724907063197,0.000625,1.0,3
291,certificate,3,18.0,1.0,0.96,1.25,2063,6,73,98,0.9971000483325277,0.9658239700374532,0.9812128418549346,0.8161209068010076,0.057692307692307696,0.0,1.0,2
292,certificate,3,18.0,1.0,0.96,1.25,1847,22,18,353,0.9882289994649546,0.9903485254691688,0.989287627209427,0.9348659003831418,0.058666666666666666,0.0006234413965087282,1.0,5
293,certificate,3,18.0,1.0,0.96,1.25,1790,22,12,416,0.9878587196467992,0.9933407325194229,0.9905921416712785,0.9741935483870968,0.0502283105022831,0.002680965147453083,1.0,5
294,certificate,3,18.0,1.0,0.96,1.25,2036,14,17,173,0.9931707317073171,0.9917194349732099,0.9924445527662685,0.9486404833836858,0.0748663101604278,0.0,1.0,2
295,certificate,3,18.0,1.0,0.96,1.25,2011,47,1,181,0.9771622934888241,0.9995029821073559,0.9882063882063882,0.9969230769230769,0.20614035087719298,0.0,1.0,4
296,certificate,3,18.0,1.0,0.96,1.25,1943,23,1,273,0.9883011190233978,0.9994855967078189,0.9938618925831202,1.0,0.0777027027027027,0.0006211180124223603,1.0,5
297,certificate,3,18.0,1.0,0.96,1.25,2045,12,1,182,0.9941662615459407,0.9995112414467253,0.996831586643919,1.0,0.061855670103092786,0.000574052812858783,1.0,4
298,certificate,3,18.0,1.0,0.96,1.25,1926,22,22,270,0.9887063655030801,0.9887063655030801,0.9887063655030801,0.9329073482428115,0.07534246575342465,0.0006116207951070336,1.0,3
299,certificate,3,18.0,1.0,0.96,1.25,2146,3,13,78,0.9986040018613308,0.9939786938397406,0.9962859795728876,0.9642857142857143,0.037037037037037035,0.0,1.0,1
300,certificate,3,18.0,1.0,0.96,1.25,1957,9,13,261,0.9954221770091557,0.9934010152284264,0.9944105691056911,0.9591194968553459,0.03333333333333333,0.0,1.0,3
301,certificate,3,18.0,1.0,0.96,1.25,1785,15,6,434,0.9916666666666667,0.9966499162479062,0.9941520467836258,0.98125,0.0334075723830735,0.0,1.0,5
302,certificate,3,18.0,1.0,0.96,1.25,2022,11,3,204,0.9945892769306444,0.9985185185185185,0.9965500246426812,0.9916201117318436,0.05116279069767442,0.0,1.0,4
303,certificate,3,18.0,1.0,0.96,1.25,2108,17,2,113,0.992,0.9990521327014218,0.9955135773317593,0.9941176470588236,0.13076923076923078,0.0,1.0,3
304,certificate,3,18.0,1.0,0.96,1.25,1977,19,13,231,0.9904809619238477,0.9934673366834171,0.9919719016557953,0.9652173913043478,0.076,0.0006079027355623101,1.0,3
305,certificate,3,18.0,1.0,0.96,1.25,1933,18,21,268,0.990773962070733,0.989252814738997,0.9900128040973112,0.9492957746478873,0.06293706293706294,0.001876172607879925,1.0,4
306,certificate,3,18.0,1.0,0.96,1.25,1602,30,8,600,0.9816176470588235,0.9950310559006211,0.9882788402220851,0.9753521126760564,0.047619047619047616,0.0007541478129713424,1.0,8
307,certificate,3,18.0,1.0,0.96,1.25,2023,24,13,180,0.9882755251587689,0.993614931237721,0.9909380357580212,0.9655172413793104,0.11764705882352941,0.0005924170616113745,1.0,3
308,certificate,3,18.0,1.0,0.96,1.25,1875,12,23,330,0.9936406995230525,0.987881981032666,0.9907529722589168,0.9376770538243626,0.03508771929824561,0.0006472491909385113,1.0,4
309,certificate,3,18.0,1.0,0.96,1.25,1888,23,15,314,0.9879644165358451,0.9921177088807147,0.9900367068694285,0.9458483754512635,0.06824925816023739,0.0,1.0,6
310,certificate,3,18.0,1.0,0.96,1.25,1658,23,16,543,0.9863176680547293,0.9904420549581839,0.9883755588673622,0.95,0.04063604240282685,0.000727802037845706,1.0,8
311,certificate,3,18.0,1.0,0.96,1.25,1849,22,19,350,0.9882415820416889,0.9898286937901499,0.9890345012035303,0.9473684210526315,0.05913978494623656,0.000655307994757536,1.0,4
312,certificate,3,18.0,1.0,0.96,1.25,1804,28,6,402,0.9847161572052402,0.9966850828729282,0.9906644700713894,0.9792387543252595,0.06511627906976744,0.0,1.0,8
313,certificate,3,18.0,1.0,0.96,1.25,1841,23,4,372,0.9876609442060086,0.9978319783197832,0.992720409813966,0.9971264367816092,0.05822784810126582,0.002004008016032064,1.0,6
314,certificate,3,18.0,1.0,0.96,1.25,1965,39,9,227,0.9805389221556886,0.9954407294832827,0.9879336349924585,0.9769230769230769,0.14661654135338345,0.0,1.0,6
315,certificate,3,18.0,1.0,0.96,1.25,2049,12,12,167,0.9941775836972343,0.9941775836972343,0.9941775836972343,0.9683908045977011,0.0670391061452514,0.0005837711617046118,1.0,3
316,certificate,3,18.0,1.0,0.96,1.25,1969,18,16,237,0.9909411172622044,0.9919395465994962,0.9914400805639476,0.9522388059701492,0.07058823529411765,0.0,1.0,6
317,certificate,3,18.0,1.0,0.96,1.25,1986,15,18,221,0.992503748125937,0.9910179640718563,0.9917602996254681,0.9484848484848485,0.0635593220338983,0.0005973715651135006,1.0,5
318,certificate,3,18.0,1.0,0.96,1.25,1881,26,5,328,0.9863660199265862,0.9973488865323435,0.9918270498286317,0.982078853046595,0.07344632768361582,0.0,1.0,6
319,certificate,3,18.0,1.0,0.96,1.25,1716,31,14,479,0.9822552947910704,0.991907514450867,0.9870578084555651,0.956989247311828,0.060784313725490195,0.0013783597518952446,1.0,7
320,certificate,3,18.0,1.0,0.96,1.25,1886,54,6,294,0.9721649484536082,0.9968287526427061,0.9843423799582464,0.9806451612903225,0.15517241379310345,0.0,1.0,5
321,certificate,3,18.0,1.0,0.96,1.25,2021,20,12,187,0.9902008819206272,0.9940973930152484,0.9921453117329406,0.9619047619047619,0.0966183574879227,0.0,1.0,3
322,certificate,3,18.0,1.0,0.96,1.25,1787,19,8,426,0.9894795127353266,0.9955431754874652,0.9925020827547902,0.9745454545454545,0.04269662921348315,0.0006578947368421052,1.0,6
323,certificate,3,18.0,1.0,0.96,1.25,1799,18,9,414,0.9900935608145295,0.9950221238938053,0.9925517241379309,0.9704918032786886,0.041666666666666664,0.0,1.0,6
324,certificate,3,18.0,1.0,0.96,1.25,1610,31,1,598,0.9811090798293723,0.9993792675356921,0.9901599015990159,1.0,0.0492845786963434,0.0007496251874062968,1.0,9
325,certificate,3,18.0,1.0,0.96,1.25,2042,9,24,165,0.9956118966357874,0.9883833494675702,0.9919844547000243,0.9414758269720102,0.05172413793103448,0.0005977286312014345,1.0,3
326,certificate,3,18.0,1.0,0.96,1.25,2029,19,14,178,0.99072265625,0.9931473323543808,0.9919335125886091,0.956386292834891,0.09644670050761421,0.0,1.0,4
327,certificate,3,18.0,1.0,0.96,1.25,1838,29,5,368,0.984467059453669,0.9972870320130223,0.9908355795148248,0.9910179640718563,0.07304785894206549,0.0013253810470510272,1.0,7
328,certificate,3,18.0,1.0,0.96,1.25,1959,15,7,259,0.9924012158054711,0.996439471007121,0.9944162436548223,0.980327868852459,0.05474452554744526,0.0006020469596628537,1.0,5
329,certificate,3,18.0,1.0,0.96,1.25,2026,9,8,197,0.9955773955773956,0.9960668633235005,0.9958220693044973,0.9770773638968482,0.043689320388349516,0.0,1.0,3
330,certificate,3,18.0,1.0,0.96,1.25,1841,18,12,369,0.9903173749327595,0.9935240151106314,0.9919181034482758,0.9617834394904459,0.046511627906976744,0.0,1.0,6
331,certificate,3,18.0,1.0,0.96,1.25,2149,19,0,72,0.9912361623616236,1.0,0.9955987954598101,1.0,0.2087912087912088,0.0,1.0,3
332,certificate,3,18.0,1.0,0.96,1.25,2132,6,10,92,0.9971936389148737,0.9953314659197012,0.9962616822429906,0.9705014749262537,0.061224489795918366,0.0,1.0,2
333,certificate,3,18.0,1.0,0.96,1.25,1806,49,8,377,0.9735849056603774,0.9955898566703418,0.9844644317252658,0.9788519637462235,0.11502347417840375,0.0006743088334457181,1.0,5
334,certificate,3,18.0,1.0,0.96,1.25,1969,33,61,177,0.9835164835164835,0.9699507389162562,0.9766865079365079,0.8310249307479224,0.15714285714285714,0.0,1.0,5
335,certificate,3,18.0,1.0,0.96,1.25,2015,25,31,169,0.9877450980392157,0.9848484848484849,0.9862946647087616,0.9126760563380282,0.12886597938144329,0.0,1.0,2
336,certificate,3,18.0,1.0,0.96,1.25,1887,28,7,318,0.985378590078329,0.9963041182682154,0.990811236545025,0.9807692307692307,0.08092485549132948,0.0006321112515802782,1.0,5
337,certificate,3,18.0,1.0,0.96,1.25,1841,35,14,350,0.9813432835820896,0.9924528301886792,0.9868667917448405,0.954983922829582,0.09090909090909091,0.0,1.0,6
338,certificate,3,18.0,1.0,0.96,1.25,1912,28,0,300,0.9855670103092784,1.0,0.9927310488058152,1.0,0.08536585365853659,0.0,1.0,6
339,certificate,3,18.0,1.0,0.96,1.25,2058,9,24,149,0.9956458635703919,0.9884726224783862,0.9920462762111352,0.9382352941176471,0.056962025316455694,0.001722158438576349,1.0,3
340,certificate,3,18.0,1.0,0.96,1.25,1716,32,2,490,0.9816933638443935,0.9988358556461001,0.9901904212348529,0.9931740614334471,0.06130268199233716,0.0,1.0,7
341,certificate,3,18.0,1.0,0.96,1.25,2019,15,19,187,0.9926253687315634,0.9906771344455348,0.9916502946954813,0.9431137724550899,0.07425742574257425,0.0,1.0,5
342,certificate,3,18.0,1.0,0.96,1.25,1746,33,6,455,0.9814502529510961,0.9965753424657534,0.9889549702633814,0.9802371541501976,0.06762295081967214,0.00066711140760507,1.0,8
343,certificate,3,18.0,1.0,0.96,1.25,1786,18,35,401,0.9900221729490022,0.9807797913234486,0.9853793103448276,0.8967551622418879,0.04295942720763723,0.0,1.0,6
344,certificate,3,18.0,1.0,0.96,1.25,1975,34,8,223,0.9830761572921851,0.9959657085224407,0.9894789579158316,0.9771428571428571,0.13229571984435798,0.0,1.0,4
345,certificate,3,18.0,1.0,0.96,1.25,1937,14,8,281,0.9928241927216812,0.9958868894601542,0.99435318275154,0.9732441471571907,0.04745762711864407,0.0,1.0,5
346,certificate,3,18.0,1.0,0.96,1.25,2103,29,9,99,0.9863977485928705,0.9957386363636364,0.9910461828463714,0.9856459330143541,0.2265625,0.0017709563164108619,1.0,2
347,certificate,3,18.0,1.0,0.96,1.25,1997,12,14,217,0.9940268790443006,0.9930382894082546,0.9935323383084577,0.9570552147239264,0.05240174672489083,0.0,1.0,4
348,certificate,3,18.0,1.0,0.96,1.25,1920,27,9,284,0.9861325115562404,0.995334370139969,0.9907120743034057,0.970873786407767,0.08681672025723473,0.0,1.0,6
349,certificate,3,18.0,1.0,0.96,1.25,1946,15,2,277,0.9923508414074452,0.9989733059548255,0.9956510616525966,1.0,0.05136986301369863,0.001221001221001221,1.0,5
350,certificate,3,18.0,1.0,0.96,1.25,1827,20,30,363,0.9891716296697347,0.9838449111470113,0.986501079913607,0.8846153846153846,0.05221932114882506,0.0,1.0,5
351,certificate,3,18.0,1.0,0.96,1.25,1911,29,52,248,0.9850515463917526,0.9735099337748344,0.9792467332820908,0.8734793187347932,0.10469314079422383,0.0,1.0,6
352,certificate,3,18.0,1.0,0.96,1.25,2110,23,9,98,0.9892170651664323,0.9957527135441245,0.9924741298212605,0.9705882352941176,0.19008264462809918,0.0,1.0,2
353,certificate,3,18.0,1.0,0.96,1.25,1944,20,2,274,0.9898167006109979,0.998972250770812,0.9943734015345269,0.993920972644377,0.06802721088435375,0.0,1.0,5
354,certificate,3,18.0,1.0,0.96,1.25,1875,12,18,335,0.9936406995230525,0.9904912836767037,0.9920634920634921,0.9475409836065574,0.0345821325648415,0.0012594458438287153,1.0,4
355,certificate,3,18.0,1.0,0.96,1.25,1996,45,52,147,0.9779519843214111,0.974609375,0.9762778185375397,0.8774038461538461,0.234375,0.0006127450980392157,1.0,4
356,certificate,3,18.0,1.0,0.96,1.25,1614,21,9,596,0.9871559633027523,0.9944547134935305,0.990791896869245,0.9731543624161074,0.03403565640194489,0.0007547169811320754,1.0,7
357,certificate,3,18.0,1.0,0.96,1.25,1812,42,19,367,0.9773462783171522,0.9896231567449482,0.9834464043419268,0.9370860927152318,0.10268948655256724,0.0,1.0,6
358,certificate,3,18.0,1.0,0.96,1.25,1741,24,4,471,0.9864022662889519,0.9977077363896848,0.992022792022792,0.9935691318327974,0.048484848484848485,0.001394700139470014,1.0,8
359,certificate,3,18.0,1.0,0.96,1.25,1800,40,9,391,0.9782608695652174,0.9950248756218906,0.9865716634694438,0.972027972027972,0.09280742459396751,0.0006565988181221273,1.0,6
360,certificate,3,18.0,1.0,0.96,1.25,1758,28,1,453,0.9843225083986562,0.9994314951677089,0.9918194640338505,0.9968454258675079,0.058212058212058215,0.0,1.0,7
361,ttl_short,3,30.0,1.0,0.96,1.25,1484,18,359,379,0.9880159786950732,0.8052088985349973,0.8872944693572496,0.23717948717948717,0.04534005037783375,0.0014545454545454545,0.9714285714285714,43
362,ttl_short,3,30.0,1.0,0.96,1.25,1452,14,353,421,0.990450204638472,0.804432132963989,0.8878018954448181,0.23529411764705882,0.03218390804597701,0.0014858841010401188,0.9696969696969697,40
363,ttl_short,3,30.0,1.0,0.96,1.25,1518,6,402,314,0.9960629921259843,0.790625,0.8815331010452963,0.2237354085603113,0.01875,0.0021337126600284497,0.9375,41
364,ttl_short,3,30.0,1.0,0.96,1.25,1438,14,426,362,0.990358126721763,0.7714592274678111,0.8673100120627261,0.1931166347992352,0.03723404255319149,0.002982848620432513,0.9354838709677419,38
365,ttl_short,3,30.0,1.0,0.96,1.25,1347,23,320,550,0.9832116788321168,0.8080383923215357,0.887059598287784,0.22926829268292684,0.04013961605584642,0.0031821797931583136,0.9333333333333333,40
366,ttl_short,3,30.0,1.0,0.96,1.25,1565,5,434,236,0.9968152866242038,0.7828914457228614,0.8769963575231157,0.2210144927536232,0.02074688796680498,0.0027643400138217,0.8918918918918919,43
367,ttl_short,3,30.0,1.0,0.96,1.25,1568,6,475,191,0.9961880559085133,0.767498776309349,0.867016864805087,0.1568627450980392,0.030456852791878174,0.001349527665317139,0.9565217391304348,31
368,ttl_short,3,30.0,1.0,0.96,1.25,1649,12,445,134,0.9927754364840458,0.7874880611270296,0.8782956058588549,0.2075134168157424,0.0821917808219178,0.0013029315960912053,0.9743589743589743,44
369,ttl_short,3,30.0,1.0,0.96,1.25,1516,9,468,247,0.9940983606557378,0.7641129032258065,0.8640638358506697,0.16903914590747332,0.03515625,0.0007032348804500703,0.9642857142857143,35
370,ttl_short,3,30.0,1.0,0.96,1.25,1445,11,417,367,0.992445054945055,0.776047261009667,0.8710066305003014,0.21172022684310018,0.0291005291005291,0.0,1.0,42
371,ttl_short,3,30.0,1.0,0.96,1.25,1613,6,436,185,0.9962940086473132,0.7872132747681796,0.8794983642311887,0.21272727272727274,0.031413612565445025,0.0020013342228152103,0.9459459459459459,42
372,ttl_short,3,30.0,1.0,0.96,1.25,1559,15,401,265,0.9904701397712834,0.7954081632653062,0.8822863610639503,0.22612085769980506,0.05357142857142857,0.0027643400138217,0.9210526315789473,46
373,ttl_short,3,30.0,1.0,0.96,1.25,1512,6,474,248,0.9960474308300395,0.7613293051359517,0.8630136986301371,0.1759581881533101,0.023622047244094488,0.000708215297450425,0.9655172413793104,36
374,ttl_short,3,30.0,1.0,0.96,1.25,1525,15,419,281,0.9902597402597403,0.7844650205761317,0.8754305396096441,0.19455252918287938,0.05067567567567568,0.0034965034965034965,0.875,39
375,ttl_short,3,30.0,1.0,0.96,1.25,1584,7,472,177,0.9956002514142049,0.7704280155642024,0.8686591719221278,0.1969178082191781,0.03804347826086957,0.0020380434782608695,0.9142857142857143,42
376,ttl_short,3,30.0,1.0,0.96,1.25,1501,15,442,282,0.9901055408970977,0.7725167267112713,0.8678808904307603,0.1875,0.050505050505050504,0.0,1.0,39
377,ttl_short,3,30.0,1.0,0.96,1.25,1713,2,440,85,0.9988338192419826,0.7956339990710636,0.8857290589451913,0.2356020942408377,0.022988505747126436,0.0012658227848101266,0.9534883720930233,47
378,ttl_short,3,30.0,1.0,0.96,1.25,1544,3,413,280,0.9980607627666451,0.7889626980071538,0.8812785388127854,0.22556390977443608,0.01060070671378092,0.0007017543859649122,0.972972972972973,43
379,ttl_short,3,30.0,1.0,0.96,1.25,1568,6,463,203,0.9961880559085133,0.7720334810438207,0.8699029126213591,0.17907801418439717,0.028708133971291867,0.0,1.0,36
380,ttl_short,3,30.0,1.0,0.96,1.25,1476,6,441,317,0.9959514170040485,0.7699530516431925,0.8684907325684025,0.18587360594795538,0.018575851393188854,0.002175489485134155,0.9354838709677419,35
381,ttl_short,3,30.0,1.0,0.96,1.25,1511,6,367,356,0.996044825313118,0.8045793397231097,0.8901325478645066,0.2422360248447205,0.016574585635359115,0.0007168458781362007,0.9705882352941176,41
382,ttl_short,3,30.0,1.0,0.96,1.25,1457,16,381,386,0.9891378139850645,0.7927094668117519,0.8800966475385079,0.2229038854805726,0.03980099502487562,0.0007412898443291327,0.9705882352941176,42
383,ttl_short,3,30.0,1.0,0.96,1.25,1562,9,445,224,0.9942711648631445,0.7782760338814151,0.8731134712129681,0.21908127208480566,0.03862660944206009,0.002081887578070784,0.9736842105263158,43
384,ttl_short,3,30.0,1.0,0.96,1.25,1390,9,401,440,0.993566833452466,0.7761027359017308,0.8714733542319749,0.2079207920792079,0.0200445434298441,0.0007776049766718507,0.9655172413793104,38
385,ttl_short,3,30.0,1.0,0.96,1.25,1448,12,331,449,0.9917808219178083,0.8139404159640248,0.8941031182463723,0.25396825396825395,0.026030368763557483,0.0014947683109118087,1.0,41
386,ttl_short,3,30.0,1.0,0.96,1.25,1584,9,467,180,0.9943502824858758,0.7723061921014139,0.8693743139407244,0.2,0.047619047619047616,0.0020394289598912306,1.0,42
387,ttl_short,3,30.0,1.0,0.96,1.25,1574,12,412,242,0.9924337957124842,0.7925478348439073,0.8812989921612542,0.21523809523809523,0.047244094488188976,0.0,1.0,43
388,ttl_short,3,30.0,1.0,0.96,1.25,1598,15,383,244,0.990700557966522,0.8066633013629481,0.889259877573734,0.22085889570552147,0.05791505791505792,0.0013404825737265416,1.0,41
389,ttl_short,3,30.0,1.0,0.96,1.25,1599,15,356,270,0.9907063197026023,0.8179028132992328,0.8960493135332026,0.2336244541484716,0.05263157894736842,0.0033400133600534404,0.9117647058823529,40
390,ttl_short,3,30.0,1.0,0.96,1.25,1512,4,411,313,0.9973614775725593,0.7862714508580343,0.8793253852864205,0.22115384615384615,0.012618296529968454,0.0042765502494654314,0.9166666666666666,41
391,ttl_short,3,30.0,1.0,0.96,1.25,1403,11,378,448,0.9922206506364922,0.7877596855699045,0.878247261345853,0.2157676348547718,0.023965141612200435,0.0,1.0,39
392,ttl_short,3,30.0,1.0,0.96,1.25,1648,9,389,194,0.9945684972842487,0.8090328915071183,0.8922577152138603,0.255278310940499,0.04433497536945813,0.0006596306068601583,1.0,46
393,ttl_short,3,30.0,1.0,0.96,1.25,1571,15,357,297,0.9905422446406053,0.8148340248962656,0.8941377347751849,0.24364406779661016,0.04807692307692308,0.0,1.0,44
394,ttl_short,3,30.0,1.0,0.96,1.25,1562,7,432,239,0.9955385595920969,0.7833500501504513,0.8767892225652539,0.19662921348314608,0.028455284552845527,0.002054794520547945,0.96875,38
395,ttl_short,3,30.0,1.0,0.96,1.25,1567,8,486,179,0.9949206349206349,0.763273258645884,0.8638368246968026,0.19365609348914858,0.0427807486631016,0.0020632737276478678,0.9722222222222222,42
396,ttl_short,3,30.0,1.0,0.96,1.25,1292,17,397,534,0.987012987012987,0.7649496743635287,0.8619079386257504,0.18480492813141683,0.030852994555353903,0.0,1.0,36
397,ttl_short,3,30.0,1.0,0.96,1.25,1296,21,435,488,0.9840546697038725,0.7487001733102253,0.8503937007874015,0.16570327552986513,0.0412573673870334,0.0016501650165016502,0.9615384615384616,36
398,ttl_short,3,30.0,1.0,0.96,1.25,1717,6,400,117,0.9965177016831108,0.8110533774208786,0.8942708333333332,0.21301775147928995,0.04878048780487805,0.0006211180124223603,0.96875,39
399,ttl_short,3,30.0,1.0,0.96,1.25,1392,18,296,534,0.9872340425531915,0.8246445497630331,0.8986442866365396,0.26448362720403024,0.03260869565217391,0.003098373353989156,0.9090909090909091,42
400,ttl_short,3,30.0,1.0,0.96,1.25,1616,6,469,149,0.9963008631319359,0.7750599520383693,0.8718640410035069,0.21512605042016808,0.03870967741935484,0.0013422818791946308,0.95,45
401,ttl_short,3,30.0,1.0,0.96,1.25,1508,14,364,354,0.9908015768725361,0.8055555555555556,0.8886269888037714,0.23516949152542374,0.03804347826086957,0.002142857142857143,0.9142857142857143,43
402,ttl_short,3,30.0,1.0,0.96,1.25,1621,6,457,156,0.9963122311001844,0.7800769971126083,0.875033738191633,0.19395017793594305,0.037037037037037035,0.002638522427440633,0.9375,39
403,ttl_short,3,30.0,1.0,0.96,1.25,1360,15,439,426,0.9890909090909091,0.7559755419677598,0.856962822936358,0.17702448210922786,0.034013605442176874,0.0015772870662460567,0.9259259259259259,37
404,ttl_short,3,30.0,1.0,0.96,1.25,1645,6,464,125,0.9963658388855239,0.7799905168326221,0.8750000000000001,0.21258503401360543,0.04580152671755725,0.0006574621959237344,0.9736842105263158,44
405,ttl_short,3,30.0,1.0,0.96,1.25,1548,12,386,294,0.9923076923076923,0.8004136504653567,0.8860904407555811,0.21428571428571427,0.0392156862745098,0.0006925207756232687,0.9666666666666667,38
406,ttl_short,3,30.0,1.0,0.96,1.25,1400,9,372,459,0.99361249112846,0.7900677200902935,0.8802263439170073,0.22151898734177214,0.019230769230769232,0.0023112480739599386,0.9032258064516129,38
407,ttl_short,3,30.0,1.0,0.96,1.25,1500,9,419,312,0.9940357852882704,0.7816571130797291,0.8751458576429406,0.20038167938931298,0.028037383177570093,0.0,1.0,39
408,ttl_short,3,30.0,1.0,0.96,1.25,1454,9,351,426,0.9938482570061518,0.8055401662049861,0.8898408812729499,0.2288888888888889,0.020689655172413793,0.002952029520295203,0.9333333333333333,36
409,ttl_short,3,30.0,1.0,0.96,1.25,1511,14,451,264,0.9908196721311475,0.7701325178389399,0.8666475480355608,0.18874773139745918,0.050359712230215826,0.002834868887313962,0.9393939393939394,40
410,ttl_short,3,30.0,1.0,0.96,1.25,1336,18,372,514,0.9867060561299852,0.7822014051522248,0.8726322664924885,0.2168421052631579,0.03383458646616541,0.0,1.0,41
411,ttl_short,3,30.0,1.0,0.96,1.25,1559,8,413,260,0.9948947032546267,0.7905679513184585,0.8810398417632099,0.21001926782273603,0.029850746268656716,0.0020646937370956643,0.9032258064516129,39
412,ttl_short,3,30.0,1.0,0.96,1.25,1666,3,414,157,0.9982025164769323,0.8009615384615385,0.8887703387570018,0.225140712945591,0.01875,0.0006464124111182935,0.972972972972973,42
413,ttl_short,3,30.0,1.0,0.96,1.25,1573,15,397,255,0.9905541561712846,0.7984771573604061,0.8842046093310849,0.2379110251450677,0.05555555555555555,0.0020646937370956643,0.925,47
414,ttl_short,3,30.0,1.0,0.96,1.25,1578,12,402,248,0.9924528301886792,0.796969696969697,0.8840336134453781,0.23473282442748092,0.046153846153846156,0.0006868131868131869,0.975,45
