episode,policy,ttl,width_deg,speed,detection_prob,certificate_noise,certificate_false_negative,certificate_false_positive,tp,fp,fn,tn,precision,recall,f1,occluded_keep_rate,stale_clear_absence_rate,clear_exists_missing_rate,occlusion_survival_rate,deletion_events
425,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1949,50,30,211,0.9749874937468734,0.9848408287013644,0.9798893916540976,0.9598930481283422,0.19157088122605365,0.0,1.0,6
426,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,2011,61,75,93,0.9705598455598455,0.964046021093001,0.9672919672919673,0.9041994750656168,0.3961038961038961,0.0015105740181268882,1.0,3
427,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1965,44,82,149,0.978098556495769,0.9599413776257938,0.9689349112426036,0.890520694259012,0.22797927461139897,0.0,1.0,2
428,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1865,63,46,266,0.9673236514522822,0.9759288330716902,0.9716071893722324,0.9318181818181818,0.19148936170212766,0.0007993605115907274,1.0,7
429,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,2035,36,78,91,0.9826170931916949,0.9630856601987695,0.972753346080306,0.9052890528905289,0.28346456692913385,0.0007692307692307692,1.0,5
430,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1899,12,56,273,0.9937205651491365,0.9713554987212276,0.9824107604759441,0.9203413940256046,0.042105263157894736,0.0,1.0,3
431,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1838,45,143,214,0.9761019649495486,0.92781423523473,0.9513457556935818,0.7939481268011528,0.17374517374517376,0.0,1.0,4
432,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1842,100,45,253,0.9485066941297632,0.9761526232114467,0.9621311047270827,0.9308176100628931,0.28328611898017,0.0007993605115907274,1.0,5
433,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1998,48,23,171,0.9765395894428153,0.9886194952993568,0.982542414556184,0.970013037809648,0.2191780821917808,0.0,1.0,3
434,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1995,27,51,167,0.9866468842729971,0.9750733137829912,0.9808259587020649,0.9299719887955182,0.13917525773195877,0.0007507507507507507,1.0,4
435,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1803,41,103,293,0.9777657266811279,0.9459601259181531,0.9616,0.8661417322834646,0.12275449101796407,0.0008741258741258741,1.0,6
436,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1723,49,39,429,0.9723476297968398,0.9778660612939841,0.9750990379173742,0.9389671361502347,0.10251046025104603,0.0,1.0,6
437,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1963,59,61,157,0.9708209693372898,0.9698616600790514,0.9703410776075136,0.9142053445850914,0.27314814814814814,0.0,1.0,3
438,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,2133,3,54,50,0.9985955056179775,0.9753086419753086,0.9868147120055517,0.9313850063532402,0.05660377358490566,0.0,1.0,1
439,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1743,76,49,372,0.9582188015393073,0.97265625,0.9653835502630849,0.9274447949526814,0.16964285714285715,0.0025906735751295338,1.0,8
440,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1789,25,35,391,0.9862183020948181,0.9808114035087719,0.983507421660253,0.9487554904831625,0.06009615384615385,0.0,1.0,6
441,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1976,17,44,203,0.9914701455092825,0.9782178217821782,0.984799401943683,0.9370529327610873,0.07727272727272727,0.0,1.0,4
442,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1802,72,87,279,0.9615795090715048,0.9539438856537851,0.9577464788732394,0.8813793103448276,0.20512820512820512,0.000859106529209622,1.0,6
443,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1883,60,38,259,0.9691199176531138,0.9802186361270172,0.9746376811594203,0.9443631039531479,0.18808777429467086,0.0,1.0,4
444,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,2000,26,99,115,0.9871668311944719,0.9528346831824679,0.9696969696969698,0.8843861740166865,0.18439716312056736,0.0015873015873015873,1.0,3
445,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1890,28,19,303,0.9854014598540146,0.9900471451021478,0.9877188398223151,0.9728958630527818,0.08459214501510574,0.0,1.0,6
446,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1920,20,32,268,0.9896907216494846,0.9836065573770492,0.986639260020555,0.9566395663956639,0.06944444444444445,0.0,1.0,4
447,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1682,40,152,366,0.9767711962833914,0.9171210468920392,0.9460067491563554,0.7802037845705968,0.09852216748768473,0.0008718395815170009,1.0,6
448,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,2062,4,47,127,0.9980638915779284,0.9777145566619251,0.9877844311377246,0.9398976982097187,0.030534351145038167,0.0,1.0,2
449,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1721,77,31,411,0.957174638487208,0.9823059360730594,0.9695774647887324,0.9511041009463722,0.15778688524590165,0.0,1.0,7
450,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1596,99,59,486,0.9415929203539823,0.9643504531722055,0.9528358208955224,0.8987783595113438,0.16923076923076924,0.0009242144177449168,1.0,9
451,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1999,10,24,207,0.9950223992035838,0.9881364310430054,0.9915674603174602,0.9669421487603306,0.04608294930875576,0.0,1.0,4
452,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1989,48,116,87,0.9764359351988218,0.9448931116389548,0.9604056011588604,0.852437417654809,0.35555555555555557,0.0029717682020802376,1.0,4
453,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1923,79,33,205,0.9605394605394605,0.9831288343558282,0.9717028802425467,0.9511111111111111,0.27816901408450706,0.0,1.0,4
454,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1571,54,28,587,0.9667692307692307,0.9824890556597874,0.9745657568238213,0.953125,0.0842433697347894,0.0009775171065493646,1.0,9
455,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1644,141,169,286,0.9210084033613445,0.906784335355764,0.9138410227904391,0.7557803468208093,0.33021077283372363,0.0,1.0,6
456,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1782,62,94,302,0.9663774403470716,0.9498933901918977,0.9580645161290323,0.8522012578616353,0.17032967032967034,0.0,1.0,6
457,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1558,96,124,462,0.9419588875453446,0.9262782401902497,0.9340527577937651,0.7878260869565218,0.17204301075268819,0.0018066847335140017,1.0,8
458,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1555,91,47,547,0.9447144592952612,0.970661672908864,0.9575123152709359,0.9221854304635762,0.1426332288401254,0.0,1.0,10
459,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1768,38,152,282,0.9789590254706534,0.9208333333333333,0.9490069779924852,0.7890295358649789,0.11875,0.0016542597187758478,1.0,7
460,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1840,72,56,272,0.9623430962343096,0.9704641350210971,0.9663865546218486,0.9228650137741047,0.20930232558139536,0.0,1.0,5
461,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1692,69,14,465,0.9608177172061328,0.9917936694021102,0.9760599942313238,0.9791666666666666,0.12921348314606743,0.0,1.0,7
462,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,2075,27,33,105,0.9871550903901046,0.9843453510436433,0.9857482185273159,0.9539106145251397,0.20454545454545456,0.0,1.0,3
463,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1946,62,40,192,0.9691235059760956,0.9798590130916415,0.9744616925388082,0.945983379501385,0.2440944881889764,0.0007911392405063291,1.0,4
464,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1740,123,70,307,0.9339774557165862,0.9613259668508287,0.9474543969507214,0.903271692745377,0.28604651162790695,0.0018066847335140017,1.0,7
465,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1904,37,45,254,0.9809376609994848,0.9769112365315546,0.9789203084832905,0.9351585014409222,0.12714776632302405,0.0,1.0,5
466,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,2059,16,32,133,0.9922891566265061,0.9846963175514108,0.9884781565050409,0.9582772543741588,0.10738255033557047,0.000741839762611276,1.0,4
467,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1901,85,90,164,0.9572004028197382,0.9547965846308388,0.9559969826502388,0.8810810810810811,0.3413654618473896,0.0015987210231814548,1.0,3
468,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1685,84,44,427,0.9525155455059355,0.9745517640254482,0.9634076615208691,0.9296235679214403,0.1643835616438356,0.0008944543828264759,1.0,7
469,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1632,68,149,391,0.96,0.9163391353172375,0.9376615914966964,0.7631160572337043,0.14814814814814814,0.0,1.0,7
470,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1994,22,59,165,0.9890873015873016,0.9712615684364345,0.9800933890390761,0.9173789173789174,0.11764705882352941,0.0007401924500370096,1.0,2
471,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1928,84,50,178,0.9582504970178927,0.974721941354904,0.9664160401002506,0.924357034795764,0.32061068702290074,0.0,1.0,6
472,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,2057,3,89,91,0.9985436893203884,0.9585274930102516,0.9781264859724204,0.8876117496807152,0.031914893617021274,0.0007336757153338225,0.9696969696969697,2
473,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1927,6,148,159,0.9968960165545784,0.9286746987951807,0.9615768463073854,0.7989130434782609,0.03636363636363636,0.0,1.0,2
474,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1924,107,48,161,0.947316592811423,0.9756592292089249,0.9612790407194605,0.9373333333333334,0.39925373134328357,0.0008183306055646482,1.0,5
475,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1783,29,40,388,0.9839955849889624,0.9780581459133296,0.9810178817056395,0.9427753934191703,0.06954436450839328,0.0,1.0,6
476,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1969,23,56,192,0.9884538152610441,0.9723456790123457,0.9803335822753297,0.920114122681883,0.10697674418604651,0.0,1.0,3
477,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1873,40,30,297,0.9790904338734971,0.9842354177614293,0.9816561844863733,0.9578651685393258,0.11869436201780416,0.0,1.0,5
478,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1973,20,55,192,0.9899648770697441,0.972879684418146,0.9813479234021388,0.922077922077922,0.09433962264150944,0.000749063670411985,1.0,3
479,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,2090,22,9,119,0.9895833333333334,0.9957122439256789,0.9926383281880788,0.9899569583931134,0.15602836879432624,0.0014265335235378032,1.0,2
480,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,2024,23,72,121,0.9887640449438202,0.9656488549618321,0.9770697562153029,0.9050131926121372,0.1597222222222222,0.0,1.0,3
481,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1928,47,100,165,0.9762025316455696,0.9506903353057199,0.9632775418436172,0.85997171145686,0.22169811320754718,0.000757002271006813,1.0,6
482,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,2038,10,116,76,0.9951171875,0.9461467038068709,0.9700142789148024,0.8566131025957973,0.11627906976744186,0.0,1.0,3
483,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1832,38,81,289,0.9796791443850268,0.9576581285938317,0.9685434840074016,0.8763358778625954,0.1162079510703364,0.0,1.0,6
484,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1770,55,151,264,0.9698630136986301,0.9213951067152525,0.9450080085424454,0.7899860917941586,0.1724137931034483,0.0,1.0,4
485,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1809,81,88,262,0.9571428571428572,0.9536109646810754,0.9553736466860312,0.8744588744588745,0.23615160349854228,0.0008305647840531562,1.0,6
486,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1879,12,76,273,0.9936541512427287,0.9611253196930947,0.9771190847633905,0.8874074074074074,0.042105263157894736,0.0,1.0,5
487,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1689,127,70,354,0.9300660792951542,0.9602046617396248,0.9448951048951049,0.8869143780290791,0.26403326403326405,0.0,1.0,7
488,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1915,60,73,192,0.9696202531645569,0.9632796780684104,0.9664395659853646,0.9044414535666218,0.23809523809523808,0.001606425702811245,1.0,6
489,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1861,17,88,274,0.9909478168264111,0.9548486403283736,0.9725633655604913,0.8815612382234186,0.058419243986254296,0.0,1.0,4
490,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1826,45,18,351,0.9759486905398183,0.9902386117136659,0.9830417227456258,0.9721792890262752,0.11363636363636363,0.0,1.0,6
491,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1674,93,48,425,0.9473684210526315,0.9721254355400697,0.9595872742906276,0.9223300970873787,0.17953667953667954,0.0,1.0,7
492,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1918,54,54,214,0.9726166328600405,0.9726166328600405,0.9726166328600405,0.9212481426448736,0.20149253731343283,0.0007698229407236335,1.0,7
493,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,2014,17,20,189,0.9916297390448056,0.9901671583087512,0.9908979089790898,0.968944099378882,0.0825242718446602,0.0,1.0,3
494,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1920,19,2,299,0.9902011346054668,0.9989594172736732,0.9945609945609946,0.9985250737463127,0.059748427672955975,0.0008038585209003215,1.0,6
495,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1499,56,191,494,0.9639871382636656,0.8869822485207101,0.9238828967642526,0.7014218009478673,0.10181818181818182,0.001892147587511826,1.0,10
496,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1527,82,40,591,0.9490366687383468,0.9744735162731334,0.9615869017632241,0.934453781512605,0.12184249628528974,0.00102880658436214,1.0,10
497,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,2027,33,41,139,0.9839805825242719,0.980174081237911,0.9820736434108527,0.9407514450867052,0.19186046511627908,0.0,1.0,6
498,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1804,39,81,316,0.9788388497015735,0.9570291777188329,0.9678111587982833,0.8793893129770992,0.10985915492957747,0.0016260162601626016,0.9666666666666667,6
499,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1958,46,52,184,0.9770459081836327,0.9741293532338309,0.9755854509217737,0.9284731774415406,0.2,0.0,1.0,3
500,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,2050,6,78,106,0.9970817120622568,0.9633458646616542,0.979923518164436,0.8906030855539971,0.05357142857142857,0.0,1.0,3
501,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1761,34,91,354,0.981058495821727,0.9508639308855291,0.9657252536331231,0.8637724550898204,0.08762886597938144,0.0,1.0,7
502,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1657,101,125,357,0.9425483503981797,0.9298540965207632,0.9361581920903955,0.81089258698941,0.2205240174672489,0.0,1.0,8
503,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1645,71,42,482,0.9586247086247086,0.975103734439834,0.9667940052894505,0.9357798165137615,0.12839059674502712,0.0,1.0,7
504,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1775,74,75,316,0.9599783666846944,0.9594594594594594,0.9597188429305217,0.8936170212765957,0.18974358974358974,0.0,1.0,7
505,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1893,15,56,276,0.9921383647798742,0.9712673165726013,0.9815919108115115,0.9211678832116789,0.05154639175257732,0.0015822784810126582,1.0,5
506,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1978,21,42,199,0.9894947473736868,0.9792079207920792,0.9843244588206022,0.9391691394658753,0.09545454545454546,0.0007429420505200594,1.0,4
507,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1900,70,49,221,0.9644670050761421,0.9748589020010262,0.9696351109977036,0.9251170046801872,0.24054982817869416,0.0007645259938837921,1.0,5
508,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,2026,39,55,120,0.9811138014527845,0.9735703988467083,0.9773275446213217,0.9257142857142857,0.24528301886792453,0.002172338884866039,1.0,3
509,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1874,43,34,289,0.9775691184141888,0.9821802935010482,0.9798692810457516,0.9503649635036496,0.12951807228915663,0.0,1.0,5
510,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1776,72,113,279,0.961038961038961,0.9401799894123875,0.9504950495049506,0.8410689170182841,0.20512820512820512,0.0,1.0,5
511,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1712,68,240,220,0.9617977528089887,0.8770491803278688,0.9174705251875669,0.6671289875173371,0.2361111111111111,0.0,1.0,5
512,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1974,42,32,192,0.9791666666666666,0.9840478564307079,0.9816011934361014,0.9560283687943263,0.1794871794871795,0.0007686395080707148,1.0,6
513,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1976,45,72,147,0.9777337951509154,0.96484375,0.9712460063897763,0.8992907801418439,0.234375,0.0007446016381236039,1.0,3
514,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1952,29,121,138,0.9853609288238263,0.9416304872165943,0.9629995066600888,0.8408488063660478,0.17365269461077845,0.000758150113722517,1.0,3
515,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1712,105,88,335,0.9422124380847551,0.9511111111111111,0.9466408625933094,0.861244019138756,0.23863636363636365,0.0008525149190110827,1.0,6
516,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1887,69,38,246,0.9647239263803681,0.9802597402597403,0.9724297861375933,0.9432835820895522,0.21904761904761905,0.0,1.0,4
517,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1985,26,35,194,0.9870711089010442,0.9826732673267327,0.9848672785909204,0.9502133712660028,0.11818181818181818,0.0,1.0,3
518,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1625,98,50,467,0.943122460824144,0.9701492537313433,0.9564449676280167,0.9159663865546218,0.17345132743362832,0.0,1.0,7
519,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1734,54,67,385,0.9697986577181208,0.9627984453081622,0.9662858735023684,0.896875,0.12300683371298406,0.0008613264427217916,1.0,6
520,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,2028,6,46,160,0.9970501474926253,0.9778206364513018,0.9873417721518987,0.9391891891891891,0.03614457831325301,0.0007496251874062968,1.0,3
521,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1768,98,90,284,0.947481243301179,0.9515608180839612,0.949516648764769,0.8686131386861314,0.25654450261780104,0.0,1.0,6
522,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,2120,3,38,79,0.9985869053226566,0.9823911028730306,0.990422798411586,0.9506666666666667,0.036585365853658534,0.0007102272727272727,1.0,1
523,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1900,32,46,262,0.9834368530020704,0.9763617677286742,0.9798865394533264,0.9381868131868132,0.10884353741496598,0.0008210180623973727,1.0,5
524,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1718,133,31,358,0.9281469475958941,0.982275586049171,0.9544444444444444,0.9490131578947368,0.2708757637474542,0.0,1.0,6
525,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1850,46,19,325,0.9757383966244726,0.9898341359015517,0.9827357237715804,0.9718543046357616,0.12398921832884097,0.0015810276679841897,1.0,7
526,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1927,24,69,220,0.9876986160943106,0.9654308617234469,0.9764378008614137,0.9053497942386831,0.09836065573770492,0.0,1.0,4
527,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1885,85,29,241,0.9568527918781726,0.9848484848484849,0.970648815653965,0.9613733905579399,0.2607361963190184,0.0016460905349794238,1.0,6
528,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1882,66,206,86,0.9661190965092402,0.9013409961685823,0.9326065411298314,0.7412060301507538,0.4342105263157895,0.0,1.0,4
529,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,2086,3,103,48,0.9985639061752034,0.9529465509365007,0.9752220663861618,0.8664072632944229,0.058823529411764705,0.0,1.0,1
530,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1849,82,65,244,0.9575349559813569,0.9660397074190178,0.9617685305591679,0.9072753209700428,0.25153374233128833,0.0,1.0,7
531,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1886,54,60,240,0.9721649484536082,0.9691675231243576,0.970663921770458,0.9162011173184358,0.1836734693877551,0.0,1.0,5
532,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,2000,31,76,133,0.9847365829640571,0.9633911368015414,0.9739469198928657,0.8980446927374302,0.18902439024390244,0.0022058823529411764,1.0,3
533,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1768,108,63,301,0.9424307036247335,0.965592572364828,0.9538710547612624,0.9053435114503817,0.26405867970660146,0.0008503401360544217,0.9696969696969697,10
534,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1984,16,134,106,0.992,0.9367327667610954,0.9635745507527926,0.8286445012787724,0.13114754098360656,0.0,1.0,3
535,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1723,54,88,375,0.9696117051209905,0.951408061844285,0.9604236343366778,0.8735119047619048,0.1258741258741259,0.0026338893766461808,0.9705882352941176,7
536,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1831,77,44,288,0.959643605870021,0.9765333333333334,0.9680148030663495,0.933649289099526,0.21095890410958903,0.001610305958132045,0.9583333333333334,8
537,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,2138,32,32,38,0.9852534562211982,0.9852534562211982,0.9852534562211982,0.9595300261096605,0.45714285714285713,0.0007122507122507123,1.0,1
538,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1926,15,46,253,0.9922720247295209,0.9766734279918864,0.9844109378993101,0.940026075619296,0.055970149253731345,0.0,1.0,5
539,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1603,151,130,356,0.9139110604332953,0.9249855741488748,0.9194149698881561,0.8115942028985508,0.2978303747534517,0.0,1.0,6
540,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1849,48,73,270,0.9746968898260411,0.9620187304890739,0.9683163131709871,0.8914373088685015,0.1509433962264151,0.0015772870662460567,1.0,5
541,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,2070,6,26,138,0.9971098265895953,0.9875954198473282,0.9923298178331734,0.9620991253644315,0.041666666666666664,0.0,1.0,2
542,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,2126,6,57,51,0.9971857410881801,0.9738891433806688,0.9853997682502896,0.93125,0.10526315789473684,0.0014461315979754157,1.0,2
543,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1700,58,119,363,0.9670079635949943,0.9345794392523364,0.9505171931786414,0.8167701863354038,0.1377672209026128,0.000851063829787234,1.0,5
544,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1918,34,50,238,0.9825819672131147,0.9745934959349594,0.9785714285714285,0.9298737727910238,0.125,0.0,1.0,6
545,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,2103,6,58,73,0.9971550497866287,0.973160573808422,0.9850117096018736,0.9309927360774818,0.0759493670886076,0.000749063670411985,1.0,3
546,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1909,72,25,234,0.9636547198384654,0.9870734229576008,0.9752234993614303,0.9634502923976608,0.23529411764705882,0.0,1.0,4
547,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1825,93,53,269,0.9515119916579771,0.9717784877529286,0.9615384615384615,0.9216867469879518,0.2569060773480663,0.0008237232289950577,1.0,6
548,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1922,65,78,175,0.9672873678912934,0.961,0.964133433659393,0.8945945945945946,0.2708333333333333,0.0,1.0,3
549,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1863,53,40,284,0.9723382045929019,0.9789805570152391,0.9756480754124116,0.943884892086331,0.1572700296735905,0.0008278145695364238,1.0,5
550,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1964,41,53,182,0.9795511221945137,0.9737233515121467,0.976628543013426,0.930327868852459,0.18385650224215247,0.0015564202334630351,1.0,6
551,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1865,93,24,258,0.9525025536261491,0.9872948650079407,0.9695866909279959,0.9634146341463414,0.26495726495726496,0.0,1.0,5
552,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1821,58,61,300,0.9691325172964342,0.9675876726886291,0.9683594788620047,0.9075757575757576,0.16201117318435754,0.0,1.0,5
553,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,2069,11,60,100,0.9947115384615385,0.9718177548144669,0.9831313851271086,0.9230769230769231,0.0990990990990991,0.0,1.0,4
554,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1833,37,33,337,0.9802139037433155,0.9823151125401929,0.9812633832976445,0.9518072289156626,0.09893048128342247,0.0008319467554076539,1.0,8
555,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1929,84,73,154,0.9582712369597616,0.9635364635364635,0.9608966376089664,0.8894009216589862,0.35294117647058826,0.0007401924500370096,1.0,3
556,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1868,14,89,269,0.9925611052072264,0.9545222278998468,0.9731700963792654,0.8703976435935199,0.04946996466431095,0.000782472613458529,0.96875,6
557,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1799,54,89,298,0.9708580679978414,0.9528601694915254,0.9617749264902432,0.8741159830268741,0.1534090909090909,0.0,1.0,5
558,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1832,96,118,194,0.950207468879668,0.9394871794871795,0.9448169159360496,0.8397260273972603,0.3310344827586207,0.000819672131147541,1.0,7
559,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1919,30,56,235,0.9846074910210364,0.9716455696202532,0.9780835881753313,0.9220963172804533,0.11320754716981132,0.0007880220646178094,1.0,5
560,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1793,80,106,261,0.9572877736252002,0.9441811479726172,0.9506892895015906,0.8384146341463414,0.23460410557184752,0.0,1.0,6
561,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1942,42,40,216,0.9788306451612904,0.9798183652875883,0.9793242561775088,0.946524064171123,0.16279069767441862,0.0,1.0,5
562,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1725,31,72,412,0.9823462414578588,0.9599332220367279,0.9710104137348718,0.8961038961038961,0.06997742663656885,0.0,1.0,7
563,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,2014,9,43,174,0.995551161641127,0.9790957705396208,0.9872549019607842,0.9398280802292264,0.04918032786885246,0.0007358351729212656,1.0,4
564,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1981,21,70,168,0.9895104895104895,0.9658703071672355,0.9775474956822107,0.9090909090909091,0.1111111111111111,0.0007739938080495357,1.0,3
565,certificate,3,42.0,1.0,0.96,10.0,0.0,0.0,1702,70,74,394,0.9604966139954854,0.9583333333333334,0.959413754227734,0.8956521739130435,0.15086206896551724,0.001841620626151013,1.0,7
