episode,policy,ttl,width_deg,speed,detection_prob,certificate_noise,certificate_false_negative,certificate_false_positive,tp,fp,fn,tn,precision,recall,f1,occluded_keep_rate,stale_clear_absence_rate,clear_exists_missing_rate,occlusion_survival_rate,deletion_events
141,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1841,47,35,317,0.9751059322033898,0.9813432835820896,0.9782146652497343,0.9517730496453901,0.12912087912087913,0.0008539709649871904,1.0,6
142,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1940,46,69,185,0.9768378650553877,0.9656545545047287,0.9712140175219024,0.9010043041606887,0.19913419913419914,0.0,1.0,3
143,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1874,99,35,232,0.9498226051697922,0.9816657936092195,0.9654817104585265,0.9453125,0.2990936555891239,0.0,1.0,5
144,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,2018,21,14,187,0.9897008337420304,0.9931102362204725,0.9914026037828544,0.9821428571428571,0.10096153846153846,0.0,1.0,5
145,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1838,35,19,348,0.981313400961025,0.9897684437264405,0.9855227882037532,0.975886524822695,0.09138381201044386,0.001736111111111111,1.0,6
146,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,2089,3,87,61,0.998565965583174,0.9600183823529411,0.9789128397375819,0.8921319796954315,0.046875,0.001440922190201729,1.0,1
147,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1976,56,60,148,0.9724409448818898,0.9705304518664047,0.9714847590953786,0.9109792284866469,0.27450980392156865,0.0,1.0,3
148,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1979,8,132,121,0.995973829894313,0.9374703931785884,0.9658369936554417,0.84,0.06201550387596899,0.0,1.0,2
149,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1683,64,40,453,0.9633657698912421,0.9767846778874056,0.9700288184438041,0.9405487804878049,0.12379110251450677,0.0009372071227741331,1.0,8
150,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1842,102,72,224,0.9475308641975309,0.9623824451410659,0.9548989113530326,0.900976290097629,0.3128834355828221,0.000835421888053467,1.0,6
151,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1982,47,41,170,0.9768358797437161,0.9797330696984676,0.9782823297137216,0.9409158050221565,0.21658986175115208,0.0007429420505200594,1.0,3
152,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1946,12,80,202,0.9938712972420838,0.9605133267522211,0.9769076305220884,0.8888888888888888,0.056074766355140186,0.0007604562737642585,1.0,4
153,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1942,23,51,224,0.988295165394402,0.9744104365278474,0.9813036887316826,0.9263005780346821,0.0931174089068826,0.0,1.0,4
154,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1776,51,57,356,0.9720853858784894,0.9689034369885434,0.9704918032786887,0.9127105666156202,0.12530712530712532,0.0,1.0,5
155,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1781,91,62,306,0.9513888888888888,0.9663591969614759,0.9588156123822342,0.9053435114503817,0.22921914357682618,0.0,1.0,7
156,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1776,46,31,387,0.9747530186608123,0.9828444936358606,0.9787820336180767,0.9544117647058824,0.10623556581986143,0.0,1.0,6
157,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1877,9,128,226,0.9952279957582184,0.9361596009975063,0.9647905422770496,0.8081570996978852,0.03829787234042553,0.0007446016381236039,1.0,3
158,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1719,90,81,350,0.9502487562189055,0.955,0.9526184538653366,0.8734375,0.20454545454545456,0.0,1.0,6
159,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1938,52,53,197,0.9738693467336683,0.9733802109492717,0.9736247174076865,0.92,0.20883534136546184,0.0007457121551081282,1.0,3
160,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1819,65,71,285,0.9654989384288747,0.9624338624338624,0.9639639639639639,0.889751552795031,0.18571428571428572,0.0,1.0,5
161,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1954,14,51,221,0.9928861788617886,0.9745635910224439,0.983639567077775,0.9328671328671329,0.059574468085106386,0.002325581395348837,1.0,5
162,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,2022,21,26,171,0.9897209985315712,0.9873046875,0.9885113664140797,0.9635343618513323,0.109375,0.0,1.0,3
163,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1947,47,44,202,0.9764292878635907,0.9779005524861878,0.977164366373902,0.9349112426035503,0.18875502008032127,0.0,1.0,3
164,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1875,24,62,279,0.9873617693522907,0.9679917398038204,0.9775808133472367,0.9096296296296297,0.07920792079207921,0.000792393026941363,1.0,5
165,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1822,60,32,326,0.9681190223166843,0.982740021574973,0.9753747323340471,0.9504643962848297,0.15544041450777202,0.0,1.0,6
166,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,2030,37,32,141,0.9820996613449444,0.9844810863239574,0.9832889319447808,0.9551192145862553,0.20786516853932585,0.0,1.0,3
167,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1963,22,17,238,0.9889168765743073,0.9914141414141414,0.9901639344262295,0.980106100795756,0.08461538461538462,0.0016313213703099511,1.0,3
168,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1994,25,36,185,0.9876176324913324,0.9822660098522168,0.9849345517411706,0.9517426273458445,0.11904761904761904,0.0,1.0,3
169,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1877,38,21,304,0.9801566579634464,0.9889357218124342,0.984526619459743,0.9684542586750788,0.1111111111111111,0.0007911392405063291,1.0,5
170,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1847,38,36,319,0.979840848806366,0.9808815719596389,0.9803609341825902,0.947209653092006,0.10644257703081232,0.000819672131147541,1.0,5
171,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1719,56,148,317,0.9684507042253521,0.920728441349759,0.9439868204283361,0.7847730600292826,0.15013404825737264,0.0008445945945945946,1.0,6
172,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1853,51,65,271,0.9732142857142857,0.9661105318039624,0.9696493982208266,0.901689708141321,0.15838509316770186,0.0007892659826361484,1.0,5
173,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1704,65,60,411,0.963256076879593,0.9659863945578231,0.9646193037078971,0.9106060606060606,0.13655462184873948,0.0009057971014492754,1.0,7
174,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,2109,9,45,77,0.9957507082152974,0.979108635097493,0.9873595505617977,0.9388038942976356,0.10465116279069768,0.0006968641114982578,1.0,3
175,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1920,15,105,200,0.9922480620155039,0.9481481481481482,0.9696969696969696,0.8501440922190202,0.06976744186046512,0.0007513148009015778,1.0,3
176,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1849,35,30,326,0.9814225053078556,0.9840340606705694,0.9827265479670475,0.9557926829268293,0.09695290858725762,0.0008176614881439084,1.0,5
177,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1958,45,36,201,0.9775336994508238,0.9819458375125376,0.9797348011008258,0.9522546419098143,0.18292682926829268,0.0,1.0,5
178,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1712,31,61,436,0.9822145725760184,0.9655950366610265,0.9738339021615472,0.9037854889589906,0.06638115631691649,0.0,1.0,6
179,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1873,73,28,266,0.9624871531346352,0.9852709100473435,0.9737457759292956,0.9587020648967551,0.2153392330383481,0.0,1.0,6
180,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1845,30,53,312,0.984,0.9720758693361433,0.9780015902464881,0.9190839694656489,0.08771929824561403,0.0,1.0,5
181,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1887,94,54,205,0.9525492175668854,0.9721792890262752,0.9622641509433962,0.9235127478753541,0.31438127090301005,0.0,1.0,5
182,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,2030,31,44,135,0.984958757884522,0.9787849566055931,0.9818621523579202,0.9392265193370166,0.18674698795180722,0.0,1.0,3
183,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1999,21,20,200,0.9896039603960396,0.9900941059930659,0.98984897251795,0.9716713881019831,0.09502262443438914,0.0,1.0,4
184,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1968,64,91,117,0.968503937007874,0.9558037882467217,0.9621119530677096,0.8772169167803547,0.35359116022099446,0.0007541478129713424,1.0,3
185,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,2002,9,0,229,0.9955246146195923,1.0,0.9977572888113632,1.0,0.037815126050420166,0.0,1.0,3
186,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1853,41,91,255,0.9783526927138332,0.9531893004115226,0.9656070870244918,0.8739495798319328,0.13851351351351351,0.0008130081300813008,1.0,4
187,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,2013,39,25,163,0.9809941520467836,0.9877330716388616,0.9843520782396088,0.970108695652174,0.19306930693069307,0.002304147465437788,1.0,4
188,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1614,99,78,449,0.9422066549912435,0.9539007092198581,0.9480176211453746,0.8814352574102964,0.18065693430656934,0.0019029495718363464,1.0,7
189,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1755,57,68,360,0.9685430463576159,0.9626988480526605,0.9656121045392021,0.908344733242134,0.1366906474820144,0.0009157509157509158,1.0,5
190,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1825,29,45,341,0.9843581445523193,0.9759358288770054,0.9801288936627282,0.9320987654320988,0.07837837837837838,0.0008183306055646482,1.0,5
191,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1815,41,129,255,0.9779094827586207,0.933641975308642,0.9552631578947369,0.823045267489712,0.13851351351351351,0.0,1.0,5
192,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,2034,29,31,146,0.9859428017450315,0.9849878934624697,0.9854651162790697,0.9571230982019364,0.1657142857142857,0.0,1.0,3
193,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,2112,54,52,22,0.9750692520775623,0.9759704251386322,0.9755196304849885,0.9286713286713286,0.7105263157894737,0.0006901311249137336,1.0,2
194,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1621,32,160,427,0.9806412583182094,0.9101628298708591,0.9440885264997088,0.7542242703533026,0.06971677559912855,0.0,1.0,6
195,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1798,72,91,279,0.9614973262032086,0.9518263631551085,0.9566374035647778,0.8681159420289855,0.20512820512820512,0.0,1.0,5
196,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1925,12,53,250,0.9938048528652556,0.9732052578361982,0.9833971902937421,0.9207317073170732,0.04580152671755725,0.0007564296520423601,1.0,5
197,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1903,56,34,247,0.9714139867279225,0.982447083118224,0.9768993839835729,0.9504373177842566,0.1848184818481848,0.0,1.0,4
198,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1642,85,38,475,0.950781702374059,0.9773809523809524,0.9638978573525094,0.9326241134751773,0.15178571428571427,0.0,1.0,8
199,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,2054,45,38,103,0.9785612196283945,0.9818355640535373,0.9801956573610118,0.9453237410071943,0.30405405405405406,0.0,1.0,4
200,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1616,102,56,466,0.940628637951106,0.9665071770334929,0.9533923303834809,0.9074380165289256,0.1795774647887324,0.0,1.0,8
201,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1644,52,82,462,0.9693396226415094,0.9524913093858632,0.9608416130917593,0.8726708074534162,0.10116731517509728,0.0,1.0,7
202,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,2059,10,53,118,0.9951667472208796,0.974905303030303,0.9849318344893566,0.930171277997365,0.078125,0.0,1.0,2
203,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1830,19,80,311,0.989724175229854,0.9581151832460733,0.9736632083000798,0.8827893175074184,0.05757575757575758,0.0008090614886731392,1.0,5
204,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1834,101,24,281,0.9478036175710595,0.9870828848223897,0.9670445557606117,0.9660537482319661,0.2643979057591623,0.0,1.0,5
205,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1910,39,85,206,0.9799897383273474,0.9573934837092731,0.9685598377281947,0.87627365356623,0.15918367346938775,0.0,1.0,5
206,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,2034,41,53,112,0.9802409638554217,0.9746046957355055,0.9774147044690052,0.9260312944523471,0.2679738562091503,0.000722543352601156,1.0,2
207,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1965,26,45,204,0.9869412355600201,0.9776119402985075,0.9822544363909023,0.9358600583090378,0.11304347826086956,0.0007552870090634441,1.0,3
208,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,2025,26,2,187,0.9873232569478303,0.9990133201776024,0.9931338891613536,0.998567335243553,0.12206572769953052,0.0007524454477050414,1.0,4
209,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1961,95,35,149,0.9537937743190662,0.9824649298597194,0.9679170779861798,0.9494949494949495,0.38934426229508196,0.0,1.0,4
210,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1968,20,53,199,0.9899396378269618,0.9737753587333003,0.9817909703167872,0.9271978021978022,0.091324200913242,0.0,1.0,3
211,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1908,12,57,263,0.99375,0.9709923664122138,0.9822393822393823,0.9243027888446215,0.04363636363636364,0.0,1.0,4
212,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,2143,21,76,0,0.9902957486136784,0.9657503379900856,0.9778690394706822,0.9040404040404041,1.0,0.0,1.0,0
213,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1961,43,15,221,0.9785429141716567,0.9924089068825911,0.985427135678392,0.9800285306704708,0.16287878787878787,0.000784313725490196,1.0,3
214,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1800,69,99,272,0.9630818619582665,0.9478672985781991,0.9554140127388535,0.8666666666666667,0.20234604105571846,0.000859106529209622,1.0,6
215,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1715,92,130,303,0.9490868843386829,0.9295392953929539,0.9392113910186198,0.803030303030303,0.23291139240506328,0.0,1.0,7
216,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1835,70,76,259,0.963254593175853,0.9602302459445317,0.9617400419287211,0.890961262553802,0.2127659574468085,0.0,1.0,5
217,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1853,46,89,252,0.9757767245918905,0.9541709577754892,0.9648529028898725,0.8730385164051355,0.15436241610738255,0.0,1.0,4
218,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,2119,3,57,61,0.9985862393967955,0.9738051470588235,0.9860400186133084,0.9232839838492598,0.046875,0.0,1.0,1
219,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,2020,11,33,176,0.9945839487936977,0.9839259620068193,0.98922624877571,0.9579500657030223,0.058823529411764705,0.0007739938080495357,1.0,4
220,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1889,50,39,262,0.9742135121196493,0.9797717842323651,0.9769847426945953,0.9493333333333334,0.16025641025641027,0.0008488964346349745,1.0,5
221,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1986,32,130,92,0.9841427155599604,0.9385633270321361,0.9608127721335269,0.8415233415233415,0.25806451612903225,0.0007680491551459293,1.0,2
222,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1935,40,20,245,0.979746835443038,0.989769820971867,0.9847328244274809,0.9745989304812834,0.14035087719298245,0.0008285004142502071,1.0,5
223,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,2006,30,31,173,0.9852652259332023,0.9847815414825725,0.98502332433096,0.9550724637681159,0.1477832512315271,0.0,1.0,4
224,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1583,34,136,487,0.9789734075448361,0.9208842350203607,0.9490407673860911,0.7766830870279147,0.06525911708253358,0.0,1.0,6
225,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1858,111,49,222,0.9436262061960387,0.9743051914001049,0.9587203302373581,0.9267563527653214,0.3333333333333333,0.0,1.0,5
226,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1921,24,56,239,0.9876606683804627,0.9716742539200809,0.979602243753187,0.9259776536312849,0.09125475285171103,0.0023790642347343376,1.0,5
227,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1861,38,28,313,0.9799894681411269,0.9851773425092641,0.9825765575501584,0.9522184300341296,0.10826210826210826,0.0,1.0,7
228,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1822,26,100,292,0.9859307359307359,0.9479708636836629,0.9665782493368701,0.8550512445095169,0.08176100628930817,0.0008071025020177562,1.0,5
229,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1802,76,28,334,0.9595314164004259,0.9846994535519126,0.9719525350593311,0.9567233384853169,0.18536585365853658,0.0,1.0,7
230,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1801,22,50,367,0.9879319802523313,0.9729875742841707,0.9804028307022318,0.9237947122861586,0.056555269922879174,0.0008278145695364238,1.0,7
231,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,2015,23,37,165,0.9887144259077527,0.9819688109161794,0.9853300733496332,0.95,0.12234042553191489,0.0,1.0,4
232,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,2079,34,19,108,0.983909133932797,0.9909437559580553,0.9874139159344574,0.9744680851063829,0.23943661971830985,0.0007178750897343862,1.0,2
233,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1961,47,79,153,0.976593625498008,0.9612745098039216,0.9688735177865613,0.8923512747875354,0.235,0.0022488755622188904,1.0,3
234,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1953,29,63,195,0.9853683148335015,0.96875,0.9769884942471235,0.9155495978552279,0.12946428571428573,0.0,1.0,4
235,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1801,41,81,317,0.9777415852334419,0.9569606801275239,0.9672395273899033,0.8748043818466353,0.11452513966480447,0.0008045052292839903,1.0,5
236,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,2181,7,1,51,0.996800731261426,0.9995417048579285,0.9981693363844394,1.0,0.1206896551724138,0.0007163323782234957,1.0,1
237,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1506,87,41,606,0.9453860640301318,0.97349709114415,0.9592356687898088,0.9236499068901304,0.12554112554112554,0.0,1.0,9
238,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1795,42,94,309,0.9771366358192706,0.9502382212811011,0.9634997316156737,0.8717241379310345,0.11965811965811966,0.000859106529209622,1.0,5
239,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1886,119,6,229,0.9406483790523691,0.9968287526427061,0.9679240441365153,0.9911894273127754,0.34195402298850575,0.0,1.0,6
240,certificate,3,42.0,1.0,0.96,1.25,0.0,0.0,1892,25,19,304,0.9869587897756912,0.9900575614861329,0.9885057471264368,0.9719350073855244,0.07598784194528875,0.0,1.0,4
241,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1926,28,54,232,0.9856704196519959,0.9727272727272728,0.9791560752414844,0.9284750337381916,0.1076923076923077,0.0008071025020177562,1.0,4
242,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1841,26,25,348,0.986073915372255,0.9866023579849946,0.986338065898741,0.9627976190476191,0.06951871657754011,0.0,1.0,6
243,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1699,35,58,448,0.9798154555940023,0.9669891861126921,0.9733600687482097,0.9135802469135802,0.07246376811594203,0.0018034265103697023,1.0,7
244,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1786,98,54,302,0.9479830148619958,0.9706521739130435,0.9591836734693877,0.9150641025641025,0.245,0.0008223684210526315,1.0,7
245,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1761,15,88,376,0.9915540540540541,0.9524067063277447,0.9715862068965517,0.8735632183908046,0.03836317135549872,0.0,1.0,5
246,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1993,34,54,159,0.9832264430192402,0.97361993160723,0.9783996072655866,0.9243937232524965,0.17616580310880828,0.0007429420505200594,1.0,3
247,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,2013,45,2,180,0.978134110787172,0.9990074441687344,0.9884605941566412,0.9971014492753624,0.2,0.0,1.0,4
248,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1776,50,123,291,0.9726177437020811,0.9352290679304898,0.9535570469798658,0.8161434977578476,0.1466275659824047,0.0,1.0,6
249,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,2128,17,36,59,0.992074592074592,0.9833641404805915,0.9877001624506845,0.9524456521739131,0.2236842105263158,0.0007002801120448179,1.0,2
250,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1943,54,33,210,0.9729594391587381,0.9832995951417004,0.9781021897810219,0.9533898305084746,0.20454545454545456,0.0,1.0,5
251,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1604,145,36,455,0.917095483133219,0.9780487804878049,0.9465919150191797,0.935064935064935,0.24166666666666667,0.0009082652134423251,1.0,8
252,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1942,57,50,191,0.9714857428714357,0.9748995983935743,0.9731896767727387,0.9318497913769124,0.22983870967741934,0.0007855459544383347,1.0,5
253,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,2094,17,17,112,0.9919469445760303,0.9919469445760303,0.9919469445760303,0.9789864029666254,0.13178294573643412,0.0,1.0,2
254,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1782,83,82,293,0.9554959785522789,0.9560085836909872,0.9557522123893806,0.8845598845598845,0.22074468085106383,0.0017079419299743809,1.0,8
255,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1943,30,64,203,0.984794728839331,0.9681116093672147,0.9763819095477386,0.9207547169811321,0.12875536480686695,0.0008250825082508251,1.0,5
256,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1918,22,68,232,0.988659793814433,0.9657603222557906,0.9770759042282222,0.900887573964497,0.08661417322834646,0.0007633587786259542,1.0,4
257,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1828,19,35,358,0.989713048186248,0.9812130971551262,0.98544474393531,0.9470499243570348,0.050397877984084884,0.0,1.0,5
258,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1955,12,94,179,0.9938993390950687,0.954123962908736,0.973605577689243,0.8836633663366337,0.06282722513089005,0.0,1.0,4
259,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1933,28,35,244,0.985721570627231,0.9822154471544715,0.9839653855942988,0.9500713266761769,0.10294117647058823,0.0,1.0,5
260,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1910,16,112,202,0.9916926272066459,0.9446092977250248,0.9675785207700102,0.838150289017341,0.07339449541284404,0.0,1.0,3
261,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,2051,21,26,142,0.9898648648648649,0.9874819451131439,0.9886719691491925,0.9705882352941176,0.12883435582822086,0.0015860428231562252,1.0,3
262,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,2002,41,40,157,0.9799314733235438,0.980411361410382,0.980171358629131,0.9429386590584878,0.20707070707070707,0.0,1.0,4
263,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1799,41,40,360,0.9777173913043479,0.9782490483958673,0.9779831475944551,0.9400921658986175,0.10224438902743142,0.0008417508417508417,1.0,6
264,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1961,41,52,186,0.9795204795204795,0.9741679085941382,0.9768368617683686,0.928374655647383,0.18061674008810572,0.0,1.0,4
265,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1874,12,94,260,0.9936373276776246,0.9522357723577236,0.9724961079398028,0.8710562414266118,0.04411764705882353,0.0,1.0,4
266,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1886,71,58,225,0.9637199795605519,0.970164609053498,0.9669315560112792,0.9129129129129129,0.23986486486486486,0.0,1.0,4
267,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,2042,52,14,132,0.9751671442215855,0.9931906614785992,0.9840963855421687,0.981675392670157,0.2826086956521739,0.0,1.0,2
268,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1911,31,48,250,0.9840370751802265,0.9754977029096478,0.9797487823634964,0.9356164383561644,0.1103202846975089,0.0008136696501220504,1.0,5
269,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1981,58,42,159,0.971554683668465,0.9792387543252595,0.9753815854258987,0.9437412095639943,0.2672811059907834,0.001524390243902439,1.0,3
270,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1901,57,40,242,0.9708886618998979,0.979392065945389,0.9751218261092587,0.9412650602409639,0.19063545150501673,0.0007830853563038371,1.0,5
271,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1911,32,156,141,0.9835306227483274,0.9245283018867925,0.9531172069825437,0.7968337730870713,0.18497109826589594,0.0015278838808250573,1.0,4
272,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,2068,3,73,96,0.9985514244326412,0.9659037832788416,0.9819563152896487,0.9014844804318488,0.030303030303030304,0.0,1.0,1
273,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1729,23,144,344,0.9868721461187214,0.9231179925253604,0.9539310344827586,0.8064516129032258,0.06267029972752043,0.0,1.0,7
274,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,2041,62,74,63,0.9705183071802187,0.9650118203309692,0.9677572309151257,0.9047619047619048,0.496,0.0,1.0,2
275,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1756,74,44,366,0.9595628415300547,0.9755555555555555,0.9674931129476583,0.9308176100628931,0.16818181818181818,0.0,1.0,6
276,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1992,9,56,183,0.9955022488755623,0.97265625,0.98394665349469,0.9220055710306406,0.046875,0.0,1.0,3
277,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1994,21,118,107,0.9895781637717121,0.9441287878787878,0.9663193603101526,0.8267254038179148,0.1640625,0.0,1.0,3
278,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1828,12,125,275,0.9934782608695653,0.9359959037378393,0.9638808331136304,0.8355437665782494,0.041811846689895474,0.0008340283569641367,1.0,4
279,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1967,21,27,225,0.9894366197183099,0.9864593781344032,0.9879457559015571,0.9632152588555858,0.08536585365853659,0.0,1.0,3
280,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1699,29,48,464,0.9832175925925926,0.9725243274184316,0.9778417266187049,0.9276018099547512,0.058823529411764705,0.0,1.0,8
281,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1829,68,55,288,0.9641539272535582,0.9708067940552016,0.9674689235651944,0.9145962732919255,0.19101123595505617,0.0,1.0,7
282,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1885,17,22,316,0.991062039957939,0.9884635553224961,0.9897610921501707,0.9689265536723164,0.05105105105105105,0.0,1.0,4
