episode,policy,ttl,width_deg,speed,detection_prob,certificate_noise,certificate_false_negative,certificate_false_positive,tp,fp,fn,tn,precision,recall,f1,occluded_keep_rate,stale_clear_absence_rate,clear_exists_missing_rate,occlusion_survival_rate,deletion_events,scenario
523,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1807,30,36,367,0.9836690255851932,0.9804666304937601,0.9820652173913044,0.9446153846153846,0.07556675062972293,0.0,1.0,6,false_positive_10pct
524,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1961,14,79,186,0.9929113924050633,0.9612745098039216,0.9768368617683686,0.8961892247043364,0.07,0.0,1.0,3,false_positive_10pct
525,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1895,32,33,280,0.9833938764919564,0.9828838174273858,0.9831387808041504,0.95,0.10256410256410256,0.0007763975155279503,1.0,4,false_positive_10pct
526,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1752,77,42,369,0.9579004920721705,0.9765886287625418,0.9671542920231853,0.9321486268174475,0.1726457399103139,0.0,1.0,6,false_positive_10pct
527,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1864,58,5,313,0.9698231009365245,0.9973247726056714,0.9833816934845686,0.9938556067588326,0.15633423180592992,0.0008210180623973727,1.0,5,false_positive_10pct
528,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1912,16,64,248,0.991701244813278,0.9676113360323887,0.9795081967213114,0.9103641456582633,0.06060606060606061,0.0,1.0,4,false_positive_10pct
529,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1743,55,74,368,0.9694104560622915,0.9592735277930655,0.9643153526970953,0.8823529411764706,0.13002364066193853,0.0,1.0,5,false_positive_10pct
530,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1833,37,36,334,0.9802139037433155,0.9807383627608347,0.980476063118481,0.9468892261001517,0.09973045822102426,0.0008264462809917355,1.0,5,false_positive_10pct
531,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1948,22,55,215,0.9888324873096447,0.9725411882176734,0.9806191794613642,0.9285714285714286,0.09282700421940929,0.0008019246190858059,1.0,4,false_positive_10pct
532,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1995,19,59,167,0.9905660377358491,0.9712755598831548,0.9808259587020649,0.9220430107526881,0.10215053763440861,0.0007633587786259542,1.0,3,false_positive_10pct
533,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1954,25,117,144,0.9873673572511369,0.9435055528730082,0.9649382716049383,0.842896174863388,0.14792899408284024,0.0014936519790888724,1.0,3,false_positive_10pct
534,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1901,34,45,260,0.9824289405684754,0.9768756423432683,0.9796444215408401,0.936046511627907,0.11564625850340136,0.000794912559618442,1.0,4,false_positive_10pct
535,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1672,39,58,471,0.9772063120981882,0.9664739884393063,0.9718105201976169,0.9115853658536586,0.07647058823529412,0.0,1.0,6,false_positive_10pct
536,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1712,51,143,334,0.9710720363017583,0.922911051212938,0.9463792150359314,0.7903225806451613,0.13246753246753246,0.0,1.0,7,false_positive_10pct
537,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1857,45,51,287,0.9763406940063092,0.9732704402515723,0.9748031496062992,0.9330708661417323,0.1355421686746988,0.0,1.0,5,false_positive_10pct
538,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1956,16,42,226,0.9918864097363083,0.978978978978979,0.9853904282115867,0.9364599092284418,0.06611570247933884,0.0,1.0,3,false_positive_10pct
539,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1851,45,63,281,0.9762658227848101,0.9670846394984326,0.9716535433070866,0.9090909090909091,0.13803680981595093,0.0,1.0,5,false_positive_10pct
540,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1918,44,47,231,0.9775739041794088,0.9760814249363867,0.9768270944741533,0.9337175792507204,0.16,0.0007867820613690008,1.0,4,false_positive_10pct
541,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,2066,16,62,96,0.9923150816522575,0.9708646616541353,0.9814726840855108,0.9191655801825294,0.14285714285714285,0.0,1.0,2,false_positive_10pct
542,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1923,32,45,240,0.9836317135549872,0.9771341463414634,0.9803721641600815,0.9401947148817803,0.11764705882352941,0.0016012810248198558,1.0,4,false_positive_10pct
543,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,2002,112,34,92,0.9470198675496688,0.9833005893909627,0.9648192771084336,0.9527777777777777,0.5490196078431373,0.0,1.0,4,false_positive_10pct
544,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1964,45,58,173,0.9776007964161274,0.9713155291790306,0.9744480277846689,0.9236842105263158,0.20642201834862386,0.0,1.0,4,false_positive_10pct
545,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1805,37,51,347,0.9799131378935939,0.9725215517241379,0.9762033531638723,0.9199372056514914,0.09635416666666667,0.0,1.0,6,false_positive_10pct
546,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1619,87,29,505,0.9490035169988277,0.9824029126213593,0.9654144305307095,0.9504273504273504,0.14695945945945946,0.0,1.0,8,false_positive_10pct
547,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1946,70,49,175,0.9652777777777778,0.9754385964912281,0.9703315881326353,0.9280469897209985,0.2857142857142857,0.0,1.0,4,false_positive_10pct
548,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1726,24,121,369,0.9862857142857143,0.934488359501895,0.9596886294134002,0.8290598290598291,0.061068702290076333,0.0008733624454148472,1.0,5,false_positive_10pct
549,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1762,75,49,354,0.9591725639629831,0.9729431253451132,0.9660087719298245,0.9242902208201893,0.17482517482517482,0.0008496176720475786,1.0,7,false_positive_10pct
550,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1869,45,95,231,0.9764890282131662,0.9516293279022403,0.963898916967509,0.8675034867503487,0.16304347826086957,0.0,1.0,5,false_positive_10pct
551,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1804,35,80,321,0.9809679173463839,0.9575371549893843,0.9691109320440505,0.8855507868383404,0.09831460674157304,0.0,1.0,5,false_positive_10pct
552,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1444,98,191,507,0.9364461738002594,0.8831804281345565,0.9090336795719232,0.701095461658842,0.16198347107438016,0.0,1.0,8,false_positive_10pct
553,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1848,31,71,290,0.9835018626929217,0.9630015633142261,0.9731437598736177,0.9008498583569405,0.09657320872274143,0.0008244023083264633,1.0,5,false_positive_10pct
554,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1872,49,139,180,0.9744924518479958,0.9308801591248135,0.9521871820956256,0.8036723163841808,0.21397379912663755,0.0,1.0,4,false_positive_10pct
555,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1850,58,111,221,0.9696016771488469,0.9433962264150944,0.9563194623933834,0.8433048433048433,0.2078853046594982,0.0007942811755361397,1.0,5,false_positive_10pct
556,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1841,50,34,315,0.9735589635113696,0.9818666666666667,0.9776951672862453,0.9494470774091627,0.136986301369863,0.001610305958132045,1.0,5,false_positive_10pct
557,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1869,21,31,319,0.9888888888888889,0.9836842105263158,0.9862796833773089,0.953662182361734,0.061764705882352944,0.0,1.0,5,false_positive_10pct
558,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1957,24,75,184,0.9878849066128218,0.9630905511811023,0.9753301769249937,0.8983739837398373,0.11538461538461539,0.0,1.0,4,false_positive_10pct
559,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1736,86,52,366,0.9527991218441273,0.970917225950783,0.9617728531855956,0.9203821656050956,0.1902654867256637,0.0017241379310344827,1.0,7,false_positive_10pct
560,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1977,58,27,178,0.9714987714987715,0.9865269461077845,0.9789551869274573,0.9635135135135136,0.2457627118644068,0.0,1.0,5,false_positive_10pct
561,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1869,20,41,310,0.9894123875066173,0.9785340314136126,0.9839431429323505,0.9416785206258891,0.06060606060606061,0.0,1.0,4,false_positive_10pct
562,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1796,76,82,286,0.9594017094017094,0.9563365282215123,0.9578666666666668,0.8818443804034583,0.20994475138121546,0.0,1.0,6,false_positive_10pct
563,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1821,83,64,272,0.9564075630252101,0.9660477453580902,0.9612034837688045,0.9046199701937406,0.23380281690140844,0.0,1.0,8,false_positive_10pct
564,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1745,86,78,331,0.9530311305297652,0.9572133845309929,0.9551176792556103,0.8842105263157894,0.20623501199040767,0.0008635578583765112,1.0,7,false_positive_10pct
565,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1987,20,23,210,0.9900348779272546,0.9885572139303482,0.9892954941498632,0.9691358024691358,0.08695652173913043,0.0022026431718061676,1.0,3,false_positive_10pct
566,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,2153,28,25,34,0.9871618523613022,0.9885215794306703,0.9878412479926589,0.9695121951219512,0.45161290322580644,0.0,1.0,1,false_positive_10pct
567,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1981,23,50,186,0.9885229540918163,0.9753815854258986,0.9819083023543991,0.9312242090784044,0.11004784688995216,0.0,1.0,3,false_positive_10pct
568,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,2063,41,68,68,0.9805133079847909,0.9680900985452839,0.9742621015348287,0.9120734908136483,0.3761467889908257,0.0007304601899196494,1.0,2,false_positive_10pct
569,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1740,74,133,293,0.9592061742006616,0.9289909236518954,0.9438567941415785,0.8065476190476191,0.2016348773841962,0.002497918401332223,1.0,6,false_positive_10pct
570,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1853,65,41,281,0.9661105318039624,0.9783526927138332,0.972193074501574,0.9453333333333334,0.18786127167630057,0.0,1.0,8,false_positive_10pct
571,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1827,66,90,257,0.96513470681458,0.9530516431924883,0.9590551181102362,0.8607198748043818,0.2043343653250774,0.000782472613458529,1.0,6,false_positive_10pct
572,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1917,35,94,194,0.9820696721311475,0.9532570860268523,0.967448902346707,0.8698060941828255,0.15283842794759825,0.0,1.0,3,false_positive_10pct
573,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,2002,26,83,129,0.9871794871794872,0.9601918465227818,0.9734986627765622,0.8878378378378379,0.16774193548387098,0.0,1.0,3,false_positive_10pct
574,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,2055,56,46,83,0.9734722880151587,0.9781056639695384,0.9757834757834758,0.9340028694404591,0.4028776978417266,0.0,1.0,3,false_positive_10pct
575,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1708,94,67,371,0.9478357380688124,0.9622535211267605,0.9549902152641878,0.8903654485049833,0.2021505376344086,0.0008525149190110827,1.0,8,false_positive_10pct
576,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,2048,17,46,129,0.9917675544794189,0.9780324737344794,0.9848521279153643,0.9379217273954116,0.11643835616438356,0.0,1.0,2,false_positive_10pct
577,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,2025,32,63,120,0.9844433641225085,0.9698275862068966,0.97708082026538,0.917900403768506,0.21052631578947367,0.001486988847583643,1.0,3,false_positive_10pct
578,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1670,140,107,323,0.9226519337016574,0.939786156443444,0.9311402286032896,0.8158347676419966,0.3023758099352052,0.0,1.0,7,false_positive_10pct
579,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1778,40,172,250,0.977997799779978,0.9117948717948718,0.9437367303609342,0.7634854771784232,0.13793103448275862,0.0008149959250203749,1.0,4,false_positive_10pct
580,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1863,88,67,222,0.9548949256791389,0.9652849740932643,0.9600618397320279,0.8970814132104454,0.2838709677419355,0.0,1.0,5,false_positive_10pct
581,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1851,71,62,256,0.9630593132154006,0.9675901725039205,0.9653194263363755,0.9118065433854907,0.21712538226299694,0.0,1.0,6,false_positive_10pct
582,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1689,91,79,381,0.948876404494382,0.955316742081448,0.9520856820744081,0.8733552631578947,0.19279661016949154,0.0017241379310344827,1.0,6,false_positive_10pct
583,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1969,37,37,197,0.981555333998006,0.981555333998006,0.981555333998006,0.9494535519125683,0.1581196581196581,0.0,1.0,5,false_positive_10pct
584,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1878,12,50,300,0.9936507936507937,0.9740663900414938,0.9837611314824515,0.93033381712627,0.038461538461538464,0.0016142050040355124,1.0,4,false_positive_10pct
585,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1948,72,60,160,0.9643564356435643,0.9701195219123506,0.9672293942403178,0.9197860962566845,0.3103448275862069,0.0,1.0,4,false_positive_10pct
586,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1876,38,87,239,0.9801462904911181,0.9556800815078961,0.9677585762187257,0.8724035608308606,0.1371841155234657,0.0007757951900698216,1.0,5,false_positive_10pct
587,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1856,119,77,188,0.9397468354430379,0.9601655457837558,0.9498464687819856,0.8872620790629575,0.38762214983713356,0.0,1.0,3,false_positive_10pct
588,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1903,27,44,266,0.9860103626943005,0.9774011299435028,0.9816868712922363,0.9425901201602136,0.09215017064846416,0.0008347245409015025,1.0,4,false_positive_10pct
589,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,2002,69,45,124,0.9666827619507484,0.9780166096726918,0.9723166585721223,0.9365303244005642,0.35751295336787564,0.0,1.0,3,false_positive_10pct
590,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1975,32,47,186,0.9840558046836074,0.97675568743818,0.9803921568627452,0.9336283185840708,0.14678899082568808,0.001488095238095238,1.0,3,false_positive_10pct
591,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1978,53,60,149,0.9739044805514525,0.9705593719332679,0.9722290489063652,0.9181692094313454,0.2623762376237624,0.0007593014426727411,1.0,2,false_positive_10pct
592,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1746,41,186,267,0.9770565193060996,0.9037267080745341,0.9389620865824146,0.7387005649717514,0.1331168831168831,0.0008169934640522876,1.0,6,false_positive_10pct
593,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,2116,10,45,69,0.9952963311382879,0.979176307265155,0.987170515512013,0.9426666666666667,0.12658227848101267,0.001417434443656981,1.0,1,false_positive_10pct
594,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1820,55,98,267,0.9706666666666667,0.948905109489051,0.9596625362509886,0.8425324675324676,0.17080745341614906,0.0007680491551459293,1.0,5,false_positive_10pct
595,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1947,43,37,213,0.978391959798995,0.9813508064516129,0.9798691494715652,0.9478138222849083,0.16796875,0.0,1.0,4,false_positive_10pct
596,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1774,76,46,344,0.9589189189189189,0.9747252747252747,0.9667574931880109,0.9267515923566879,0.18095238095238095,0.0,1.0,7,false_positive_10pct
597,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1941,43,32,224,0.9783266129032258,0.9837810440952863,0.981046247156937,0.9558173784977909,0.16104868913857678,0.0015455950540958269,1.0,3,false_positive_10pct
598,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1878,118,65,179,0.9408817635270541,0.9665465774575399,0.9535415079969535,0.901386748844376,0.39730639730639733,0.0007727975270479134,1.0,5,false_positive_10pct
599,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1856,65,35,284,0.9661634565330557,0.9814912744579588,0.9737670514165793,0.947129909365559,0.18624641833810887,0.0,1.0,6,false_positive_10pct
600,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,2018,61,40,121,0.9706589706589707,0.9805636540330418,0.9755861735557168,0.941944847605225,0.33516483516483514,0.0,1.0,3,false_positive_10pct
601,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1660,121,56,403,0.9320606400898371,0.9673659673659674,0.949385187303403,0.9056603773584906,0.23091603053435114,0.00088261253309797,1.0,7,false_positive_25pct
602,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1734,30,41,435,0.9829931972789115,0.9769014084507043,0.9799378355467647,0.9372128637059725,0.06451612903225806,0.0,1.0,6,false_positive_25pct
603,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1981,97,53,109,0.953320500481232,0.9739429695181907,0.96352140077821,0.9324675324675324,0.470873786407767,0.0007911392405063291,1.0,5,false_positive_25pct
604,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1809,51,50,330,0.9725806451612903,0.9731038192576654,0.9728421618714708,0.9244992295839753,0.13385826771653545,0.0008264462809917355,1.0,5,false_positive_25pct
605,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1882,32,78,248,0.9832810867293625,0.960204081632653,0.9716055756324212,0.8849693251533742,0.11428571428571428,0.0022935779816513763,1.0,4,false_positive_25pct
606,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1682,71,142,345,0.959498003422704,0.9221491228070176,0.9404528934861617,0.7851739788199698,0.17067307692307693,0.0,1.0,5,false_positive_25pct
607,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,2021,65,17,137,0.9688398849472675,0.9916584887144259,0.9801163918525703,0.9784537389100126,0.3217821782178218,0.0,1.0,4,false_positive_25pct
608,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1871,68,78,223,0.9649303764827231,0.9599794766546947,0.9624485596707819,0.8896746817538896,0.23367697594501718,0.0,1.0,4,false_positive_25pct
609,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,2006,40,72,122,0.9804496578690127,0.9653512993262753,0.9728419010669253,0.9061277705345502,0.24691358024691357,0.0,1.0,2,false_positive_25pct
610,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1915,79,79,167,0.9603811434302909,0.9603811434302909,0.9603811434302909,0.8901569186875892,0.32113821138211385,0.0015467904098994587,1.0,4,false_positive_25pct
611,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1627,128,22,463,0.927065527065527,0.9866585809581565,0.9559341950646298,0.9658536585365853,0.21658206429780033,0.0009671179883945841,1.0,7,false_positive_25pct
612,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1706,78,90,366,0.9562780269058296,0.9498886414253898,0.953072625698324,0.8613251155624037,0.17567567567567569,0.0,1.0,7,false_positive_25pct
613,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1913,69,40,218,0.9651866801210898,0.9795186891961085,0.9722998729351969,0.9397590361445783,0.24041811846689895,0.0,1.0,4,false_positive_25pct
614,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,2035,41,46,118,0.9802504816955684,0.9778952426717924,0.9790714457541496,0.94140625,0.2578616352201258,0.0007616146230007616,1.0,2,false_positive_25pct
615,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1818,109,32,281,0.9434353918007266,0.9827027027027027,0.9626687847498014,0.958273381294964,0.2794871794871795,0.0025974025974025974,1.0,5,false_positive_25pct
616,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1834,88,135,183,0.9542143600416233,0.9314372778059928,0.9426882549473142,0.8119777158774373,0.3247232472324723,0.0,1.0,5,false_positive_25pct
617,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,2020,48,45,127,0.97678916827853,0.9782082324455206,0.9774981853375273,0.9388038942976356,0.2742857142857143,0.0007429420505200594,1.0,4,false_positive_25pct
618,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1461,157,50,572,0.9029666254635352,0.9669093315684977,0.9338446788111218,0.904397705544933,0.21536351165980797,0.0,1.0,10,false_positive_25pct
619,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1828,70,44,298,0.9631190727081138,0.9764957264957265,0.9697612732095491,0.933933933933934,0.19021739130434784,0.0,1.0,6,false_positive_25pct
620,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1733,82,115,310,0.9548209366391185,0.9377705627705628,0.9462189462189462,0.8275340393343419,0.20918367346938777,0.0008424599831508003,1.0,6,false_positive_25pct
621,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1993,46,62,139,0.9774399215301618,0.9698296836982968,0.97361993160723,0.912981455064194,0.24864864864864866,0.0007385524372230429,1.0,3,false_positive_25pct
622,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1983,66,41,150,0.9677891654465594,0.9797430830039525,0.9737294377608642,0.9428571428571428,0.3055555555555556,0.0007552870090634441,1.0,3,false_positive_25pct
623,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1902,23,44,271,0.9880519480519481,0.9773895169578622,0.9826918109015758,0.9421720733427362,0.0782312925170068,0.002425222312045271,1.0,4,false_positive_25pct
624,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1902,41,75,222,0.9788986103962944,0.9620637329286799,0.9704081632653062,0.9029255319148937,0.155893536121673,0.0016326530612244899,1.0,3,false_positive_25pct
625,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1892,98,47,203,0.9507537688442211,0.9757607013924704,0.9630949350979894,0.9332386363636364,0.32558139534883723,0.0,1.0,5,false_positive_25pct
626,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1781,148,4,307,0.9232763089683774,0.9977591036414566,0.959073774905762,0.9951298701298701,0.3252747252747253,0.000855431993156544,1.0,6,false_positive_25pct
627,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1845,22,23,350,0.9882163899303695,0.9876873661670236,0.9879518072289156,0.9674220963172805,0.05913978494623656,0.0,1.0,5,false_positive_25pct
628,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1878,105,52,205,0.9470499243570348,0.9730569948186528,0.9598773319703553,0.9295977011494253,0.3387096774193548,0.0024311183144246355,1.0,5,false_positive_25pct
629,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1779,79,50,332,0.957481162540366,0.9726626571897211,0.9650122050447517,0.9155405405405406,0.1922141119221411,0.0,1.0,6,false_positive_25pct
630,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1962,54,108,116,0.9732142857142857,0.9478260869565217,0.960352422907489,0.8710462287104623,0.3176470588235294,0.0016025641025641025,1.0,3,false_positive_25pct
631,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1994,15,65,166,0.9925335988053758,0.968431277319087,0.9803343166175025,0.9101123595505618,0.08287292817679558,0.0007423904974016332,1.0,3,false_positive_25pct
632,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1887,91,15,247,0.9539939332659252,0.9921135646687698,0.9726804123711341,0.980309423347398,0.2692307692307692,0.0008396305625524769,1.0,6,false_positive_25pct
633,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1962,47,53,178,0.9766052762568442,0.973697270471464,0.9751491053677933,0.9332477535301669,0.2088888888888889,0.0008090614886731392,1.0,4,false_positive_25pct
634,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,2044,34,26,136,0.983638113570741,0.9874396135265701,0.9855351976856317,0.9627507163323782,0.2,0.0,1.0,2,false_positive_25pct
635,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1914,36,26,264,0.9815384615384616,0.98659793814433,0.9840616966580976,0.9656652360515021,0.12,0.0016116035455278,1.0,4,false_positive_25pct
636,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,2106,4,62,68,0.9981042654028436,0.9714022140221402,0.9845722300140253,0.918954248366013,0.05555555555555555,0.0,1.0,1,false_positive_25pct
637,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1976,89,60,115,0.9569007263922518,0.9705304518664047,0.963667398195562,0.9153284671532846,0.4362745098039216,0.0014803849000740192,1.0,3,false_positive_25pct
638,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1726,61,39,414,0.965864577504197,0.9779036827195468,0.9718468468468469,0.9383116883116883,0.12842105263157894,0.0008703220191470844,1.0,6,false_positive_25pct
639,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1812,122,15,291,0.9369183040330921,0.9917898193760263,0.9635735176814677,0.9791666666666666,0.29539951573849876,0.0008658008658008658,1.0,6,false_positive_25pct
640,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1743,54,70,373,0.9699499165275459,0.9613899613899614,0.9656509695290859,0.8974739970282318,0.12646370023419204,0.0008771929824561404,1.0,6,false_positive_25pct
641,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,2031,52,38,119,0.9750360057609218,0.9816336394393427,0.9783236994219653,0.9495225102319236,0.30409356725146197,0.0007485029940119761,1.0,3,false_positive_25pct
642,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1881,70,42,247,0.9641209636084059,0.9781591263650546,0.9710893133711926,0.9392185238784371,0.22082018927444794,0.0,1.0,4,false_positive_25pct
643,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1997,18,87,138,0.9910669975186104,0.958253358925144,0.974383996096609,0.885676741130092,0.11538461538461539,0.0,1.0,4,false_positive_25pct
644,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1946,64,34,196,0.9681592039800995,0.9828282828282828,0.975438596491228,0.9512555391432792,0.24615384615384617,0.0007674597083653108,1.0,3,false_positive_25pct
645,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1978,33,21,208,0.9835902536051716,0.9894947473736868,0.9865336658354115,0.972027972027972,0.13692946058091288,0.000778816199376947,1.0,3,false_positive_25pct
646,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1631,60,60,489,0.9645180366646955,0.9645180366646955,0.9645180366646955,0.8993288590604027,0.1092896174863388,0.0,1.0,7,false_positive_25pct
647,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1970,61,31,178,0.9699655342195963,0.9845077461269365,0.9771825396825397,0.956268221574344,0.25523012552301255,0.0007604562737642585,1.0,2,false_positive_25pct
648,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1676,169,30,365,0.9084010840108401,0.9824150058616647,0.9439594480428048,0.949238578680203,0.31647940074906367,0.0,1.0,7,false_positive_25pct
649,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1539,168,114,419,0.9015817223198594,0.9310344827586207,0.9160714285714285,0.8129139072847682,0.28620102214650767,0.0009532888465204957,1.0,8,false_positive_25pct
650,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,2041,31,0,168,0.98503861003861,1.0,0.9924629224410405,1.0,0.15577889447236182,0.0,1.0,4,false_positive_25pct
651,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1864,56,62,258,0.9708333333333333,0.9678089304257529,0.9693187727509099,0.9081481481481481,0.17834394904458598,0.0,1.0,4,false_positive_25pct
